Accession_ID	InterPro_Count	InterPro_IDs	InterPro_Types_and_Names
Dcitr01g1593011	3	IPR035969;IPR032738;IPR000195	"HOMOLOGOUS_SUPERFAMILY:Rab-GTPase_TBC_sf";"DOMAIN:Tbc1d30_C";"DOMAIN:Rab-GTPase-TBC_dom"
Dcitr06g1479011	4	IPR010541;IPR006575;IPR017359;IPR016135	"DOMAIN:DUF1115";"DOMAIN:RWD-domain";"FAMILY:UCP038021_RWD";"HOMOLOGOUS_SUPERFAMILY:UBQ-conjugating_enzyme/RWD"
Dcitr04g1683011	3	IPR000558;IPR007125;IPR009072	"FAMILY:Histone_H2B";"DOMAIN:Histone_H2A/H2B/H3";"HOMOLOGOUS_SUPERFAMILY:Histone-fold"
Dcitr01g2016011	2	IPR036236;IPR013087	"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf";"DOMAIN:Znf_C2H2_type"
Dcitr00g0676011	4	IPR008254;IPR005025;IPR029039;IPR010089	"DOMAIN:Flavodoxin/NO_synth";"DOMAIN:FMN_Rdtase-like";"HOMOLOGOUS_SUPERFAMILY:Flavoprotein-like_sf";"FAMILY:Flavoprotein_WrbA-like"
Dcitr04g1460011	2	IPR036259;IPR010291	"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf";"FAMILY:Ion_channel_UNC-93"
Dcitr04g1531011	3	IPR042272;IPR011419;IPR023335	"HOMOLOGOUS_SUPERFAMILY:ATP12_ATP_synth-F1-assembly_N";"FAMILY:ATP12_ATP_synth-F1-assembly";"HOMOLOGOUS_SUPERFAMILY:ATP12_ortho_dom_sf"
Dcitr00g0915011	3	IPR007716;IPR007717;IPR037518	"DOMAIN:NPL4_Zn-bd_put";"DOMAIN:NPL4_C";"DOMAIN:MPN"
Dcitr09g0720011	2	IPR003280;IPR013099	"FAMILY:2pore_dom_K_chnl";"DOMAIN:K_chnl_dom"
Dcitr05g1214011	3	IPR016135;IPR037859;IPR009851	"HOMOLOGOUS_SUPERFAMILY:UBQ-conjugating_enzyme/RWD";"FAMILY:Vps37";"DOMAIN:Mod_r"
Dcitr10g0548011	2	IPR013087;IPR036236	"DOMAIN:Znf_C2H2_type";"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf"
Dcitr00g0782011	3	IPR033467;IPR028307;IPR005172	"DOMAIN:Tesmin/TSO1-like_CXC";"FAMILY:Lin-54_fam";"DOMAIN:CRC"
Dcitr13g0433012	10	IPR018247;IPR029952;IPR022812;IPR000261;IPR030381;IPR027417;IPR040990;IPR031692;IPR002048;IPR011992	"BINDING_SITE:EF_Hand_1_Ca_BS";"FAMILY:EHD4";"FAMILY:Dynamin_SF";"DOMAIN:EH_dom";"DOMAIN:G_DYNAMIN_dom";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:DUF5600";"DOMAIN:EHD_N";"DOMAIN:EF_hand_dom";"HOMOLOGOUS_SUPERFAMILY:EF-hand-dom_pair"
Dcitr01g0114011	3	IPR027417;IPR003959;IPR003593	"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:ATPase_AAA_core";"DOMAIN:AAA+_ATPase"
Dcitr08g0391014	6	IPR011993;IPR000159;IPR039665;IPR029071;IPR001849;IPR039664	"HOMOLOGOUS_SUPERFAMILY:PH-like_dom_sf";"DOMAIN:RA_dom";"DOMAIN:PH_APBB1IP";"HOMOLOGOUS_SUPERFAMILY:Ubiquitin-like_domsf";"DOMAIN:PH_domain";"FAMILY:GRB/APBB1IP"
Dcitr09g0865011	2	IPR036259;IPR005828	"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf";"FAMILY:MFS_sugar_transport-like"
Dcitr00g0973011	6	IPR007247;IPR015908;IPR024060;IPR011051;IPR008979;IPR005164	"FAMILY:Ureidogly_lyase";"DOMAIN:Allantoicase_dom";"HOMOLOGOUS_SUPERFAMILY:Ureidoglycolate_lyase_dom_sf";"HOMOLOGOUS_SUPERFAMILY:RmlC_Cupin_sf";"HOMOLOGOUS_SUPERFAMILY:Galactose-bd-like_sf";"FAMILY:Allantoicase"
Dcitr12g0407011	2	IPR011009;IPR016477	"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"FAMILY:Fructo-/Ketosamine-3-kinase"
Dcitr01g0212011	2	IPR000210;IPR011333	"DOMAIN:BTB/POZ_dom";"HOMOLOGOUS_SUPERFAMILY:SKP1/BTB/POZ_sf"
Dcitr11g0509011	2	IPR013087;IPR036236	"DOMAIN:Znf_C2H2_type";"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf"
Dcitr11g0871011	2	IPR011042;IPR017996	"HOMOLOGOUS_SUPERFAMILY:6-blade_b-propeller_TolB-like";"FAMILY:Royal_jelly/protein_yellow"
Dcitr06g1030011	1	IPR008603	"FAMILY:DCTN4"
Dcitr04g0930011	3	IPR011992;IPR002048;IPR018247	"HOMOLOGOUS_SUPERFAMILY:EF-hand-dom_pair";"DOMAIN:EF_hand_dom";"BINDING_SITE:EF_Hand_1_Ca_BS"
Dcitr05g0255011	6	IPR034113;IPR002413;IPR035940;IPR018244;IPR001283;IPR014044	"DOMAIN:SCP_GAPR1-like";"FAMILY:V5_allergen-like";"HOMOLOGOUS_SUPERFAMILY:CAP_sf";"CONSERVED_SITE:Allrgn_V5/Tpx1_CS";"FAMILY:CRISP-related";"DOMAIN:CAP_domain"
Dcitr08g0438011	2	IPR035899;IPR000219	"HOMOLOGOUS_SUPERFAMILY:DBL_dom_sf";"DOMAIN:DH-domain"
Dcitr12g0625013	3	IPR001199;IPR036400;IPR005804	"DOMAIN:Cyt_B5-like_heme/steroid-bd";"HOMOLOGOUS_SUPERFAMILY:Cyt_B5-like_heme/steroid_sf";"DOMAIN:FA_desaturase_dom"
Dcitr07g0570011	2	IPR011547;IPR001902	"DOMAIN:SLC26A/SulP_dom";"FAMILY:SLC26A/SulP_fam"
Dcitr02g0943011	8	IPR000719;IPR008271;IPR011332;IPR011009;IPR011356;IPR000819;IPR017441;IPR000552	"DOMAIN:Prot_kinase_dom";"ACTIVE_SITE:Ser/Thr_kinase_AS";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_zn-bd";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"FAMILY:Leucine_aapep/pepB";"DOMAIN:Peptidase_M17_C";"BINDING_SITE:Protein_kinase_ATP_BS";"FAMILY:Ribosomal_L44e"
Dcitr10g0615011	3	IPR036034;IPR041489;IPR001478	"HOMOLOGOUS_SUPERFAMILY:PDZ_sf";"DOMAIN:PDZ_6";"DOMAIN:PDZ"
Dcitr07g0720015	2	IPR017996;IPR011042	"FAMILY:Royal_jelly/protein_yellow";"HOMOLOGOUS_SUPERFAMILY:6-blade_b-propeller_TolB-like"
Dcitr11g0925011	2	IPR030457;IPR002076	"CONSERVED_SITE:ELO_CS";"FAMILY:ELO_fam"
Dcitr00g0181011	1	IPR006990	"FAMILY:Tweety"
Dcitr01g1817011	4	IPR041679;IPR041677;IPR026122;IPR027417	"DOMAIN:DNA2/NAM7-like_AAA";"DOMAIN:DNA2/NAM7_AAA_11";"FAMILY:MOV-10";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr05g1581011	2	IPR036691;IPR005135	"HOMOLOGOUS_SUPERFAMILY:Endo/exonu/phosph_ase_sf";"DOMAIN:Endo/exonuclease/phosphatase"
Dcitr00g0934011	2	IPR028994;IPR013519	"HOMOLOGOUS_SUPERFAMILY:Integrin_alpha_N";"REPEAT:Int_alpha_beta-p"
Dcitr04g0180011	1	IPR002942	"DOMAIN:S4_RNA-bd"
Dcitr03g1767011	1	IPR002076	"FAMILY:ELO_fam"
Dcitr10g0130011	5	IPR019479;IPR036249;IPR000866;IPR013766;IPR024706	"DOMAIN:Peroxiredoxin_C";"HOMOLOGOUS_SUPERFAMILY:Thioredoxin-like_sf";"DOMAIN:AhpC/TSA";"DOMAIN:Thioredoxin_domain";"FAMILY:Peroxiredoxin_AhpC-typ"
Dcitr06g1021011	9	IPR032675;IPR003599;IPR003591;IPR036179;IPR003598;IPR013783;IPR001611;IPR007110;IPR000483	"HOMOLOGOUS_SUPERFAMILY:LRR_dom_sf";"DOMAIN:Ig_sub";"REPEAT:Leu-rich_rpt_typical-subtyp";"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"DOMAIN:Ig_sub2";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"REPEAT:Leu-rich_rpt";"DOMAIN:Ig-like_dom";"DOMAIN:Cys-rich_flank_reg_C"
Dcitr03g1089011	3	IPR036052;IPR001926;IPR001216	"HOMOLOGOUS_SUPERFAMILY:Trypto_synt_PLP_dependent";"DOMAIN:PLP-dep";"BINDING_SITE:P-phosphate_BS"
Dcitr00g0244011	3	IPR003961;IPR036116;IPR013783	"DOMAIN:FN3_dom";"HOMOLOGOUS_SUPERFAMILY:FN3_sf";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold"
Dcitr12g0699011	1	IPR018787	"FAMILY:DUF2371_TMEM200"
Dcitr00g0459011	1	IPR019313	"FAMILY:Mediator_Med17"
Dcitr11g0213011	3	IPR017853;IPR000322;IPR013780	"HOMOLOGOUS_SUPERFAMILY:Glycoside_hydrolase_SF";"FAMILY:Glyco_hydro_31";"HOMOLOGOUS_SUPERFAMILY:Glyco_hydro_b"
Dcitr07g0901012	2	IPR036291;IPR001509	"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"DOMAIN:Epimerase_deHydtase"
Dcitr01g1908011	2	IPR038551;IPR000892	"HOMOLOGOUS_SUPERFAMILY:Ribosomal_S26e_sf";"FAMILY:Ribosomal_S26e"
Dcitr06g1115011	3	IPR005631;IPR036714;IPR028882	"FAMILY:SDH";"HOMOLOGOUS_SUPERFAMILY:SDH_sf";"FAMILY:SDHAF2"
Dcitr03g0558011	6	IPR001017;IPR029061;IPR005475;IPR031717;IPR042179;IPR011603	"DOMAIN:DH_E1";"HOMOLOGOUS_SUPERFAMILY:THDP-binding";"DOMAIN:Transketolase-like_Pyr-bd";"DOMAIN:KGD_C";"HOMOLOGOUS_SUPERFAMILY:KGD_C_sf";"FAMILY:2oxoglutarate_DH_E1"
Dcitr07g1138011	11	IPR036058;IPR036259;IPR036867;IPR035979;IPR012677;IPR012337;IPR014789;IPR006941;IPR036397;IPR002350;IPR004156	"HOMOLOGOUS_SUPERFAMILY:Kazal_dom_sf";"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf";"HOMOLOGOUS_SUPERFAMILY:R3H_dom_sf";"HOMOLOGOUS_SUPERFAMILY:RBD_domain_sf";"HOMOLOGOUS_SUPERFAMILY:Nucleotide-bd_a/b_plait_sf";"HOMOLOGOUS_SUPERFAMILY:RNaseH-like_sf";"DOMAIN:PolyA-riboNase_RNA-binding";"FAMILY:RNase_CAF1";"HOMOLOGOUS_SUPERFAMILY:RNaseH_sf";"DOMAIN:Kazal_dom";"FAMILY:OATP"
Dcitr00g0743011	3	IPR002930;IPR033753;IPR011053	"FAMILY:GCV_H";"FAMILY:GCV_H/Fam206";"HOMOLOGOUS_SUPERFAMILY:Single_hybrid_motif"
Dcitr04g1237011	3	IPR014885;IPR042180;IPR038023	"DOMAIN:VASP_tetra";"HOMOLOGOUS_SUPERFAMILY:IF_rod_dom_coil1B";"HOMOLOGOUS_SUPERFAMILY:VASP_sf"
Dcitr08g0748014	3	IPR029006;IPR007123;IPR007122	"HOMOLOGOUS_SUPERFAMILY:ADF-H/Gelsolin-like_dom_sf";"DOMAIN:Gelsolin-like_dom";"FAMILY:Villin/Gelsolin"
Dcitr06g0354011	1	IPR001507	"DOMAIN:ZP_dom"
Dcitr05g1137011	2	IPR021163;IPR036188	"FAMILY:Ferredox_Rdtase_adrenod";"HOMOLOGOUS_SUPERFAMILY:FAD/NAD-bd_sf"
Dcitr01g2258011	12	IPR027936;IPR036116;IPR001245;IPR003961;IPR008266;IPR020635;IPR017441;IPR013761;IPR011009;IPR000719;IPR013783;IPR001660	"DOMAIN:Eph_TM";"HOMOLOGOUS_SUPERFAMILY:FN3_sf";"DOMAIN:Ser-Thr/Tyr_kinase_cat_dom";"DOMAIN:FN3_dom";"ACTIVE_SITE:Tyr_kinase_AS";"DOMAIN:Tyr_kinase_cat_dom";"BINDING_SITE:Protein_kinase_ATP_BS";"HOMOLOGOUS_SUPERFAMILY:SAM/pointed_sf";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"DOMAIN:Prot_kinase_dom";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"DOMAIN:SAM"
Dcitr03g1706011	4	IPR016021;IPR003307;IPR016024;IPR009318	"HOMOLOGOUS_SUPERFAMILY:MIF4-like_sf";"DOMAIN:W2_domain";"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"FAMILY:Gustatory_rcpt"
Dcitr11g0192011	3	IPR008967;IPR036960;IPR001699	"HOMOLOGOUS_SUPERFAMILY:p53-like_TF_DNA-bd";"HOMOLOGOUS_SUPERFAMILY:T-box_sf";"FAMILY:TF_T-box"
Dcitr03g1456011	1	IPR026694	"FAMILY:CUSTOS"
Dcitr01g1682012	2	IPR029485;IPR002293	"DOMAIN:CAT_C";"FAMILY:AA/rel_permease1"
Dcitr04g0945011	6	IPR013763;IPR000571;IPR043198;IPR028367;IPR036915;IPR006671	"DOMAIN:Cyclin-like";"DOMAIN:Znf_CCCH";"FAMILY:Cyclin/Ssn8";"FAMILY:CyclinC/Ssn8";"HOMOLOGOUS_SUPERFAMILY:Cyclin-like_sf";"DOMAIN:Cyclin_N"
Dcitr05g0310012	3	IPR030379;IPR016491;IPR027417	"DOMAIN:G_SEPTIN_dom";"FAMILY:Septin";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase"
Dcitr11g0117011	1	IPR013099	"DOMAIN:K_chnl_dom"
Dcitr04g0216011	1	IPR011011	"HOMOLOGOUS_SUPERFAMILY:Znf_FYVE_PHD"
Dcitr09g0665011	8	IPR036443;IPR000629;IPR027417;IPR014001;IPR014014;IPR001876;IPR011545;IPR001650	"HOMOLOGOUS_SUPERFAMILY:Znf_RanBP2_sf";"CONSERVED_SITE:RNA-helicase_DEAD-box_CS";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:Helicase_ATP-bd";"DOMAIN:RNA_helicase_DEAD_Q_motif";"DOMAIN:Znf_RanBP2";"DOMAIN:DEAD/DEAH_box_helicase_dom";"DOMAIN:Helicase_C"
Dcitr04g0355011	2	IPR002557;IPR036508	"DOMAIN:Chitin-bd_dom";"HOMOLOGOUS_SUPERFAMILY:Chitin-bd_dom_sf"
Dcitr01g2075011	1	IPR039900	"FAMILY:Pat1-like"
Dcitr02g0581011	1	IPR013761	"HOMOLOGOUS_SUPERFAMILY:SAM/pointed_sf"
Dcitr04g1356011	6	IPR000812;IPR013150;IPR036915;IPR023486;IPR013763;IPR013137	"FAMILY:TFIIB";"DOMAIN:TFIIB_cyclin";"HOMOLOGOUS_SUPERFAMILY:Cyclin-like_sf";"CONSERVED_SITE:TFIIB_CS";"DOMAIN:Cyclin-like";"DOMAIN:Znf_TFIIB"
Dcitr06g1224011	2	IPR038765;IPR040143	"HOMOLOGOUS_SUPERFAMILY:Papain-like_cys_pep_sf";"FAMILY:USP53"
Dcitr05g0775011	2	IPR011333;IPR003131	"HOMOLOGOUS_SUPERFAMILY:SKP1/BTB/POZ_sf";"DOMAIN:T1-type_BTB"
Dcitr08g0606012	1	IPR013057	"DOMAIN:AA_transpt_TM"
Dcitr11g0566012	4	IPR031557;IPR017884;IPR009057;IPR001005	"DOMAIN:N-CoR_GPS2_interact";"DOMAIN:SANT_dom";"HOMOLOGOUS_SUPERFAMILY:Homeobox-like_sf";"DOMAIN:SANT/Myb"
Dcitr03g1808011	1	IPR027806	"DOMAIN:HARBI1_dom"
Dcitr10g1110011	3	IPR035892;IPR039032;IPR000008	"HOMOLOGOUS_SUPERFAMILY:C2_domain_sf";"FAMILY:Rim-like";"DOMAIN:C2_dom"
Dcitr11g0560011	1	IPR010876	"FAMILY:NICE-3_prd"
Dcitr07g0469011	3	IPR035967;IPR022030;IPR000061	"HOMOLOGOUS_SUPERFAMILY:SWAP/Surp_sf";"DOMAIN:SF3A1";"DOMAIN:Surp"
Dcitr06g0653011	2	IPR013216;IPR029063	"DOMAIN:Methyltransf_11";"HOMOLOGOUS_SUPERFAMILY:SAM-dependent_MTases"
Dcitr02g0736013	7	IPR006259;IPR033690;IPR027417;IPR007862;IPR036193;IPR028586;IPR000850	"FAMILY:Adenyl_kin_sub";"CONSERVED_SITE:Adenylat_kinase_CS";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"DOMAIN:Adenylate_kinase_lid-dom";"HOMOLOGOUS_SUPERFAMILY:ADK_active_lid_dom_sf";"FAMILY:AK3/Ak4_mitochondrial";"FAMILY:Adenylat/UMP-CMP_kin"
Dcitr11g0328011	2	IPR028010;IPR026172	"DOMAIN:GSAP_C_dom";"FAMILY:GSAP_fam"
Dcitr08g0533011	8	IPR001841;IPR013083;IPR017907;IPR015943;IPR042755;IPR036322;IPR001680;IPR017986	"DOMAIN:Znf_RING";"HOMOLOGOUS_SUPERFAMILY:Znf_RING/FYVE/PHD";"CONSERVED_SITE:Znf_RING_CS";"HOMOLOGOUS_SUPERFAMILY:WD40/YVTN_repeat-like_dom_sf";"FAMILY:COP1";"HOMOLOGOUS_SUPERFAMILY:WD40_repeat_dom_sf";"REPEAT:WD40_repeat";"DOMAIN:WD40_repeat_dom"
Dcitr09g0687011	3	IPR016024;IPR003890;IPR016021	"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"DOMAIN:MIF4G-like_typ-3";"HOMOLOGOUS_SUPERFAMILY:MIF4-like_sf"
Dcitr05g1296012	2	IPR036020;IPR001202	"HOMOLOGOUS_SUPERFAMILY:WW_dom_sf";"DOMAIN:WW_dom"
Dcitr04g1333011	4	IPR018269;IPR010979;IPR001892;IPR027437	"CONSERVED_SITE:Ribosomal_S13_CS";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_S13-like_H2TH";"FAMILY:Ribosomal_S13";"HOMOLOGOUS_SUPERFAMILY:30s_Rbsml_prot_S13_C"
Dcitr07g1249011	2	IPR016024;IPR011989	"HOMOLOGOUS_SUPERFAMILY:ARM-type_fold";"HOMOLOGOUS_SUPERFAMILY:ARM-like"
Dcitr02g0175011	3	IPR004007;IPR036117;IPR004006	"DOMAIN:DhaL_dom";"HOMOLOGOUS_SUPERFAMILY:DhaL_dom_sf";"DOMAIN:DhaK_dom"
Dcitr06g0216011	3	IPR036967;IPR001971;IPR018102	"HOMOLOGOUS_SUPERFAMILY:Ribosomal_S11_sf";"FAMILY:Ribosomal_S11";"CONSERVED_SITE:Ribosomal_S11_CS"
Dcitr04g0341011	1	IPR005312	"FAMILY:DUF1759"
Dcitr03g1315011	4	IPR002305;IPR014729;IPR002306;IPR001412	"FAMILY:aa-tRNA-synth_Ic";"HOMOLOGOUS_SUPERFAMILY:Rossmann-like_a/b/a_fold";"FAMILY:Trp-tRNA-ligase";"CONSERVED_SITE:aa-tRNA-synth_I_CS"
Dcitr07g0592011	3	IPR039529;IPR012908;IPR029058	"FAMILY:PGAP1/BST1";"FAMILY:PGAP1-like";"HOMOLOGOUS_SUPERFAMILY:AB_hydrolase"
Dcitr01g0605011	2	IPR000219;IPR035899	"DOMAIN:DH-domain";"HOMOLOGOUS_SUPERFAMILY:DBL_dom_sf"
Dcitr09g0437011	1	IPR001863	"FAMILY:Glypican"
Dcitr10g0707011	1	IPR019537	"FAMILY:TMEM65"
Dcitr13g0365011	3	IPR005817;IPR018161;IPR043158	"FAMILY:Wnt";"CONSERVED_SITE:Wnt_CS";"HOMOLOGOUS_SUPERFAMILY:Wnt_C"
Dcitr03g1309011	2	IPR036291;IPR016040	"HOMOLOGOUS_SUPERFAMILY:NAD(P)-bd_dom_sf";"DOMAIN:NAD(P)-bd_dom"
Dcitr08g1135011	5	IPR018097;IPR001881;IPR002049;IPR009030;IPR006212	"CONSERVED_SITE:EGF_Ca-bd_CS";"DOMAIN:EGF-like_Ca-bd_dom";"DOMAIN:Laminin_EGF";"HOMOLOGOUS_SUPERFAMILY:Growth_fac_rcpt_cys_sf";"REPEAT:Furin_repeat"
Dcitr01g0860012	9	IPR008333;IPR036400;IPR001834;IPR017927;IPR018506;IPR001433;IPR001199;IPR017938;IPR039261	"DOMAIN:Cbr1-like_FAD-bd_dom";"HOMOLOGOUS_SUPERFAMILY:Cyt_B5-like_heme/steroid_sf";"FAMILY:CBR-like";"DOMAIN:FAD-bd_FR_type";"BINDING_SITE:Cyt_B5_heme-BS";"DOMAIN:OxRdtase_FAD/NAD-bd";"DOMAIN:Cyt_B5-like_heme/steroid-bd";"HOMOLOGOUS_SUPERFAMILY:Riboflavin_synthase-like_b-brl";"HOMOLOGOUS_SUPERFAMILY:FNR_nucleotide-bd"
Dcitr07g1029011	3	IPR000439;IPR012678;IPR024794	"FAMILY:Ribosomal_L15e";"HOMOLOGOUS_SUPERFAMILY:Ribosomal_L23/L15e_core_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Rbsml_L15e_core_dom_sf"
Dcitr10g0706011	7	IPR036640;IPR017871;IPR011527;IPR003593;IPR027417;IPR039421;IPR003439	"HOMOLOGOUS_SUPERFAMILY:ABC1_TM_sf";"CONSERVED_SITE:ABC_transporter_CS";"DOMAIN:ABC1_TM_dom";"DOMAIN:AAA+_ATPase";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"FAMILY:Type_I_exporter";"DOMAIN:ABC_transporter-like"
Dcitr03g0328011	5	IPR012347;IPR009078;IPR009040;IPR001519;IPR008331	"HOMOLOGOUS_SUPERFAMILY:Ferritin-like";"HOMOLOGOUS_SUPERFAMILY:Ferritin-like_SF";"DOMAIN:Ferritin-like_diiron";"FAMILY:Ferritin";"DOMAIN:Ferritin_DPS_dom"
Dcitr12g0152011	1	IPR024132	"FAMILY:Akirin"
Dcitr04g0330011	3	IPR040255;IPR020821;IPR001604	"FAMILY:Non-specific_endonuclease";"DOMAIN:Extracellular_endonuc_su_A";"DOMAIN:DNA/RNA_non-sp_Endonuclease"
Dcitr11g0282011	1	IPR023601	"FAMILY:Golgi_SNAP_su1"
Dcitr11g0138011	1	IPR011009	"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf"
Dcitr07g0788011	4	IPR012340;IPR019844;IPR002059;IPR011129	"HOMOLOGOUS_SUPERFAMILY:NA-bd_OB-fold";"DOMAIN:CSD_1";"DOMAIN:CSP_DNA-bd";"DOMAIN:CSD"
Dcitr11g0817011	7	IPR003599;IPR036179;IPR013098;IPR007110;IPR037448;IPR013783;IPR003598	"DOMAIN:Ig_sub";"HOMOLOGOUS_SUPERFAMILY:Ig-like_dom_sf";"DOMAIN:Ig_I-set";"DOMAIN:Ig-like_dom";"FAMILY:Zig-8";"HOMOLOGOUS_SUPERFAMILY:Ig-like_fold";"DOMAIN:Ig_sub2"
Dcitr00g0783011	4	IPR018490;IPR014710;IPR018488;IPR000595	"HOMOLOGOUS_SUPERFAMILY:cNMP-bd-like";"HOMOLOGOUS_SUPERFAMILY:RmlC-like_jellyroll";"CONSERVED_SITE:cNMP-bd_CS";"DOMAIN:cNMP-bd_dom"
Dcitr02g0898011	6	IPR017853;IPR035892;IPR006047;IPR042531;IPR000008;IPR014815	"HOMOLOGOUS_SUPERFAMILY:Glycoside_hydrolase_SF";"HOMOLOGOUS_SUPERFAMILY:C2_domain_sf";"DOMAIN:Glyco_hydro_13_cat_dom";"HOMOLOGOUS_SUPERFAMILY:PLC-beta_C_sf";"DOMAIN:C2_dom";"DOMAIN:PLC-beta_C"
Dcitr02g1084011	4	IPR001128;IPR017972;IPR036396;IPR002401	"FAMILY:Cyt_P450";"CONSERVED_SITE:Cyt_P450_CS";"HOMOLOGOUS_SUPERFAMILY:Cyt_P450_sf";"FAMILY:Cyt_P450_E_grp-I"
Dcitr03g0191011	9	IPR015421;IPR007502;IPR027417;IPR008829;IPR015424;IPR011709;IPR014001;IPR001650;IPR019872	"HOMOLOGOUS_SUPERFAMILY:PyrdxlP-dep_Trfase_major";"DOMAIN:Helicase-assoc_dom";"HOMOLOGOUS_SUPERFAMILY:P-loop_NTPase";"FAMILY:SepSecS/SepCysS";"HOMOLOGOUS_SUPERFAMILY:PyrdxlP-dep_Trfase";"DOMAIN:DUF1605";"DOMAIN:Helicase_ATP-bd";"DOMAIN:Helicase_C";"FAMILY:Sec-tRNA_Se_transferase"
Dcitr08g0202012	3	IPR001214;IPR013087;IPR036236	"DOMAIN:SET_dom";"DOMAIN:Znf_C2H2_type";"HOMOLOGOUS_SUPERFAMILY:Znf_C2H2_sf"
Dcitr01g0781011	4	IPR000387;IPR000340;IPR003595;IPR029021	"DOMAIN:TYR_PHOSPHATASE_dom";"DOMAIN:Dual-sp_phosphatase_cat-dom";"DOMAIN:Tyr_Pase_cat";"HOMOLOGOUS_SUPERFAMILY:Prot-tyrosine_phosphatase-like"
Dcitr01g0387012	5	IPR005829;IPR005828;IPR003663;IPR020846;IPR036259	"CONSERVED_SITE:Sugar_transporter_CS";"FAMILY:MFS_sugar_transport-like";"FAMILY:Sugar/inositol_transpt";"DOMAIN:MFS_dom";"HOMOLOGOUS_SUPERFAMILY:MFS_trans_sf"
Dcitr09g0927011	1	IPR027960	"FAMILY:DUF4519"
Dcitr02g0906011	5	IPR028082;IPR001828;IPR002455;IPR017978;IPR000337	"HOMOLOGOUS_SUPERFAMILY:Peripla_BP_I";"DOMAIN:ANF_lig-bd_rcpt";"FAMILY:GPCR3_GABA-B";"DOMAIN:GPCR_3_C";"FAMILY:GPCR_3"
Dcitr05g0351011	5	IPR036013;IPR001107;IPR043202;IPR001972;IPR018080	"HOMOLOGOUS_SUPERFAMILY:Band_7/SPFH_dom_sf";"DOMAIN:Band_7";"FAMILY:Band-7_stomatin-like";"FAMILY:Stomatin_HflK_HflKC_fam";"CONSERVED_SITE:Band_7/stomatin-like_CS"
Dcitr02g0696011	2	IPR001991;IPR036458	"FAMILY:Na-dicarboxylate_symporter";"HOMOLOGOUS_SUPERFAMILY:Na:dicarbo_symporter_sf"
Dcitr05g1647011	1	IPR002058	"DOMAIN:PAP_assoc"
Dcitr05g1046011	9	IPR000719;IPR011009;IPR009030;IPR006212;IPR008266;IPR020635;IPR032778;IPR001245;IPR017441	"DOMAIN:Prot_kinase_dom";"HOMOLOGOUS_SUPERFAMILY:Kinase-like_dom_sf";"HOMOLOGOUS_SUPERFAMILY:Growth_fac_rcpt_cys_sf";"REPEAT:Furin_repeat";"ACTIVE_SITE:Tyr_kinase_AS";"DOMAIN:Tyr_kinase_cat_dom";"DOMAIN:GF_recep_IV";"DOMAIN:Ser-Thr/Tyr_kinase_cat_dom";"BINDING_SITE:Protein_kinase_ATP_BS"
Dcitr05g0155011	5	IPR025661;IPR013201;IPR039417;IPR038765;IPR000668	"ACTIVE_SITE:Pept_asp_AS";"DOMAIN:Prot_inhib_I29";"DOMAIN:Peptidase_C1A_papain-like";"HOMOLOGOUS_SUPERFAMILY:Papain-like_cys_pep_sf";"DOMAIN:Peptidase_C1A_C"
Dcitr02g0616011	5	IPR001275;IPR005173;IPR036407;IPR026607;IPR009060	"DOMAIN:DM_DNA-bd";"DOMAIN:DMA";"HOMOLOGOUS_SUPERFAMILY:DM_DNA-bd_sf";"FAMILY:DMRT/dsx/mab-3";"HOMOLOGOUS_SUPERFAMILY:UBA-like_sf"
Dcitr08g0991013	2	IPR036397;IPR012337	"HOMOLOGOUS_SUPERFAMILY:RNaseH_sf";"HOMOLOGOUS_SUPERFAMILY:RNaseH-like_sf"
