InterPro_ID	InterPro_Type_and_Name	Accession_Count	Accession_IDs
IPR022775	DOMAIN:AP_mu_sigma_su	15	Dcitr03g0639011;Dcitr00g1195011;Dcitr02g1312011;Dcitr04g1557011;Dcitr03g0799011;Dcitr03g0803011;Dcitr02g1735011;Dcitr10g0207011;Dcitr10g0391011;Dcitr04g1548011;Dcitr03g0635011;Dcitr02g1318011;Dcitr01g0960011;Dcitr03g0790011;Dcitr10g0394011
IPR034393	FAMILY:TatSF1-like	2	Dcitr00g0871011;Dcitr05g0708011
IPR026046	FAMILY:UBIAD1	1	Dcitr01g0527011
IPR001660	DOMAIN:SAM	38	Dcitr08g0473011;Dcitr04g0589011;Dcitr02g0467011;Dcitr00g1214011;Dcitr00g0465013;Dcitr03g0918011;Dcitr03g0621011;Dcitr07g1069011;Dcitr01g2258011;Dcitr12g0669011;Dcitr09g0908011;Dcitr06g0811011;Dcitr06g1531011;Dcitr00g0671011;Dcitr06g1524011;Dcitr00g0465012;Dcitr02g0138011;Dcitr01g1104011;Dcitr08g0479011;Dcitr04g1645011;Dcitr06g0810011;Dcitr06g1542011;Dcitr03g0617011;Dcitr07g0447012;Dcitr03g1424011;Dcitr01g1103011;Dcitr01g2256011;Dcitr07g0447011;Dcitr10g0320011;Dcitr00g0465011;Dcitr06g1307011;Dcitr00g0531011;Dcitr08g0992011;Dcitr13g0150011;Dcitr09g0904011;Dcitr06g0816011;Dcitr00g1114011;Dcitr04g1641011
IPR042521	HOMOLOGOUS_SUPERFAMILY:DYRK	1	Dcitr04g0674011
IPR032632	DOMAIN:Peptidase_M16_M	4	Dcitr03g1225011;Dcitr09g0653011;Dcitr09g0655011;Dcitr03g1227011
IPR033182	FAMILY:MIC26/MIC27_animal	3	Dcitr06g0799012;Dcitr06g0799011;Dcitr06g0799013
IPR022675	DOMAIN:G6P_DH_C	1	Dcitr00g1209011
IPR000197	DOMAIN:Znf_TAZ	1	Dcitr07g0830011
IPR018816	DOMAIN:Cactin_central	2	Dcitr02g1942011;Dcitr02g1941011
IPR022189	DOMAIN:SMTN	3	Dcitr10g0338011;Dcitr10g0344011;Dcitr10g0337011
IPR004821	DOMAIN:Cyt_trans-like	5	Dcitr09g0681012;Dcitr10g0990011;Dcitr02g0204011;Dcitr09g0872011;Dcitr09g0681011
IPR031981	DOMAIN:MIEAP_C	1	Dcitr09g0290011
IPR008555	FAMILY:SIKE	2	Dcitr06g0800011;Dcitr06g0796011
IPR002453	FAMILY:Beta_tubulin	6	Dcitr01g1500011;Dcitr02g0477011;Dcitr04g0107011;Dcitr08g0368011;Dcitr01g1496011;Dcitr03g0169011
IPR026947	DOMAIN:UBN_middle_dom	5	Dcitr06g0553012;Dcitr06g0553011;Dcitr06g0559012;Dcitr06g0559013;Dcitr06g0559011
IPR002716	DOMAIN:PIN_dom	6	Dcitr02g0805011;Dcitr11g0251011;Dcitr05g1523011;Dcitr02g0805012;Dcitr05g1531011;Dcitr03g1554011
IPR012496	DOMAIN:TMC_dom	4	Dcitr05g1540011;Dcitr00g0162011;Dcitr00g0114011;Dcitr05g1537011
IPR016435	FAMILY:DPH1/DPH2	5	Dcitr05g0569011;Dcitr05g0575011;Dcitr00g0363011;Dcitr11g0103011;Dcitr05g0572011
IPR014806	FAMILY:Ufc1	2	Dcitr11g0433011;Dcitr11g0433012
IPR017304	FAMILY:NCK	2	Dcitr04g0696011;Dcitr00g1424011
IPR004345	FAMILY:TB2_DP1_HVA22	6	Dcitr01g1728011;Dcitr03g0212011;Dcitr04g1654011;Dcitr03g0226011;Dcitr03g0208011;Dcitr02g0715011
IPR041285	DOMAIN:MID_MedPIWI	1	Dcitr10g0955011
IPR022352	FAMILY:Insulin_family	6	Dcitr06g0876011;Dcitr06g1061011;Dcitr06g1063011;Dcitr06g1044011;Dcitr06g0875011;Dcitr06g0853011
IPR007269	FAMILY:ICMT_MeTrfase	1	Dcitr13g0106011
IPR016478	FAMILY:GTPase_MTG1	1	Dcitr11g0463011
IPR038445	HOMOLOGOUS_SUPERFAMILY:NCDase_C_sf	1	Dcitr01g1974011
IPR031334	DOMAIN:Piezo_RRas-bd_dom	2	Dcitr02g1112011;Dcitr02g1118011
IPR032072	FAMILY:DUF4807	2	Dcitr00g0219011;Dcitr00g0216011
IPR026062	FAMILY:MBIP	1	Dcitr03g0254011
IPR018000	CONSERVED_SITE:Neurotransmitter_ion_chnl_CS	26	Dcitr02g1179011;Dcitr07g0177011;Dcitr11g0843011;Dcitr07g0594011;Dcitr02g1277011;Dcitr08g1154011;Dcitr11g0607011;Dcitr02g1401011;Dcitr08g0514011;Dcitr03g0464011;Dcitr02g1180011;Dcitr08g0539011;Dcitr08g0537011;Dcitr03g1552011;Dcitr03g0809011;Dcitr11g0637011;Dcitr08g0540011;Dcitr08g1164011;Dcitr03g1552012;Dcitr07g0680011;Dcitr03g0810011;Dcitr11g0842011;Dcitr03g1561011;Dcitr00g0963011;Dcitr05g1727011;Dcitr05g1415011
IPR013049	DOMAIN:Spo11/TopoVI_A_N	1	Dcitr04g0326011
IPR013822	DOMAIN:Signal_recog_particl_SRP54_hlx	2	Dcitr04g0490011;Dcitr07g0484011
IPR040309	FAMILY:Naf1	2	Dcitr01g0195011;Dcitr01g0198011
IPR022816	FAMILY:Condensin_barren_su2	3	Dcitr09g0614011;Dcitr09g0615011;Dcitr09g0604011
IPR033640	DOMAIN:FAR_C	39	Dcitr03g0834011;Dcitr07g0604011;Dcitr07g0588011;Dcitr06g0181011;Dcitr03g0843012;Dcitr07g1177011;Dcitr11g0644011;Dcitr07g0580011;Dcitr05g0941011;Dcitr06g0328011;Dcitr08g0914011;Dcitr07g1175011;Dcitr02g1261011;Dcitr07g0758011;Dcitr07g0588014;Dcitr07g0588012;Dcitr11g0435011;Dcitr12g0450011;Dcitr08g0465011;Dcitr13g0103011;Dcitr07g0597011;Dcitr11g0599011;Dcitr13g0104011;Dcitr11g0724011;Dcitr00g0637012;Dcitr03g0844011;Dcitr07g0588013;Dcitr07g0588015;Dcitr03g0843013;Dcitr12g0449011;Dcitr03g0843011;Dcitr00g0637011;Dcitr02g1839011;Dcitr02g0858011;Dcitr05g0245011;Dcitr11g0908011;Dcitr02g1155011;Dcitr06g0324011;Dcitr07g0767011
IPR008925	HOMOLOGOUS_SUPERFAMILY:aa-tRNA-synth_I_codon-bd	1	Dcitr03g0735011
IPR023404	HOMOLOGOUS_SUPERFAMILY:rSAM_horseshoe	6	Dcitr12g0125011;Dcitr04g0317011;Dcitr12g0123011;Dcitr01g0337011;Dcitr01g0341011;Dcitr01g0356011
IPR006426	FAMILY:Asn_synth_AEB	1	Dcitr02g0707011
IPR019387	DOMAIN:Uncharacterised_SAYSvFN	1	Dcitr03g1483011
IPR001723	FAMILY:Nuclear_hrmn_rcpt	24	Dcitr04g0245012;Dcitr04g0506011;Dcitr08g0406011;Dcitr03g0265011;Dcitr08g0179011;Dcitr08g0245014;Dcitr05g0111011;Dcitr02g1953011;Dcitr08g0245013;Dcitr03g0266011;Dcitr13g0655011;Dcitr12g0777012;Dcitr05g1215011;Dcitr05g1216011;Dcitr12g0777011;Dcitr12g0781011;Dcitr08g0245011;Dcitr04g0245011;Dcitr02g1433011;Dcitr05g0109011;Dcitr11g0826011;Dcitr01g1684012;Dcitr01g1684011;Dcitr08g0245012
IPR018495	CONSERVED_SITE:Succ_DH_cyt_bsu_CS	1	Dcitr12g0842011
IPR025852	DOMAIN:SM_dom_ATX	1	Dcitr11g0639011
IPR043156	HOMOLOGOUS_SUPERFAMILY:Catalase_clade2_helical	1	Dcitr00g0856011
IPR031774	DOMAIN:SF3A3_dom	1	Dcitr06g1102011
IPR038582	HOMOLOGOUS_SUPERFAMILY:S27a-like_sf	2	Dcitr04g1378011;Dcitr00g1146011
IPR026309	FAMILY:BOK	2	Dcitr00g0904011;Dcitr00g0967011
IPR012419	DOMAIN:Cas1_AcylTrans_dom	1	Dcitr10g0208011
IPR010793	FAMILY:Ribosomal_L37/S30	2	Dcitr03g0173011;Dcitr03g0174011
IPR040176	FAMILY:RNF121/RNF175	1	Dcitr06g1123011
IPR032010	DOMAIN:DUF4793	3	Dcitr04g1101011;Dcitr02g1059011;Dcitr04g1104011
IPR013048	FAMILY:Meiotic_Spo11	1	Dcitr04g0326011
IPR006677	DOMAIN:tRNA_intron_Endonuc_cat-like	2	Dcitr01g0910011;Dcitr01g1123011
IPR020835	HOMOLOGOUS_SUPERFAMILY:Catalase_sf	5	Dcitr05g0841011;Dcitr05g0839011;Dcitr05g0207011;Dcitr05g0203011;Dcitr00g0856011
IPR035585	DOMAIN:RRM1_SRSF4-like	5	Dcitr05g1466015;Dcitr05g1466013;Dcitr05g1466011;Dcitr05g1466012;Dcitr05g1466014
IPR041492	FAMILY:HAD_2	4	Dcitr09g0192011;Dcitr09g0216011;Dcitr03g0944011;Dcitr03g0948011
IPR000741	FAMILY:FBA_I	6	Dcitr04g0251011;Dcitr11g0914012;Dcitr11g0914014;Dcitr11g0914015;Dcitr11g0914011;Dcitr11g0914013
IPR003929	DOMAIN:K_chnl_BK_asu	3	Dcitr05g1280011;Dcitr05g1265011;Dcitr06g1119011
IPR042344	FAMILY:ZCCHC14	1	Dcitr04g0853011
IPR007632	FAMILY:Anoctamin	12	Dcitr04g0136011;Dcitr00g0254011;Dcitr11g0368011;Dcitr08g0583011;Dcitr00g0259011;Dcitr04g0137011;Dcitr00g1334011;Dcitr00g1333011;Dcitr04g0140011;Dcitr08g0582011;Dcitr01g0941011;Dcitr11g0376011
IPR033896	DOMAIN:MADS_MEF2-like	1	Dcitr13g0524011
IPR013955	DOMAIN:Rep_factor-A_C	1	Dcitr02g0720011
IPR006033	FAMILY:AsnA_fam	1	Dcitr03g0862011
IPR012592	DOMAIN:PROCN	2	Dcitr10g0600011;Dcitr10g0604011
IPR036168	HOMOLOGOUS_SUPERFAMILY:AP2_Mu_C_sf	12	Dcitr02g1318011;Dcitr00g0318011;Dcitr04g1548011;Dcitr10g0394011;Dcitr08g1148011;Dcitr08g0249011;Dcitr02g1312011;Dcitr10g0391011;Dcitr08g1150011;Dcitr07g0257011;Dcitr02g1735011;Dcitr04g1557011
IPR004367	DOMAIN:Cyclin_C-dom	20	Dcitr03g0858011;Dcitr02g1418011;Dcitr06g1326011;Dcitr02g0652011;Dcitr06g1332011;Dcitr04g1267012;Dcitr02g1423011;Dcitr02g0649011;Dcitr00g1197011;Dcitr01g0448013;Dcitr01g0448011;Dcitr01g0448012;Dcitr01g0449011;Dcitr06g0411011;Dcitr04g1188011;Dcitr04g1267011;Dcitr06g0413012;Dcitr03g0858012;Dcitr06g0413011;Dcitr02g0650011
IPR039344	FAMILY:MBLAC1	2	Dcitr01g0310011;Dcitr01g0309011
IPR042222	HOMOLOGOUS_SUPERFAMILY:Dynein_2_N	11	Dcitr13g0487011;Dcitr03g2103011;Dcitr03g2107011;Dcitr05g1279011;Dcitr02g0198011;Dcitr07g0415011;Dcitr03g2106011;Dcitr04g1178011;Dcitr04g0518011;Dcitr13g0488011;Dcitr13g0470011
IPR000472	DOMAIN:Activin_recp	5	Dcitr07g0605011;Dcitr07g0770011;Dcitr05g0502011;Dcitr07g0598011;Dcitr01g1698011
IPR013821	DOMAIN:K_chnl_volt-dep_KCNQ_C	1	Dcitr09g0664011
IPR018177	ACTIVE_SITE:L-lactate_DH_AS	4	Dcitr05g0644011;Dcitr05g1329011;Dcitr05g0653011;Dcitr03g0106011
IPR017328	FAMILY:Sirtuin_class_I	5	Dcitr03g1790011;Dcitr03g1797011;Dcitr03g1790013;Dcitr03g1790012;Dcitr03g1797012
IPR000967	DOMAIN:Znf_NFX1	5	Dcitr05g0953013;Dcitr05g0953012;Dcitr05g0953011;Dcitr06g0454011;Dcitr06g0454012
IPR036936	HOMOLOGOUS_SUPERFAMILY:CRIB_dom_sf	7	Dcitr09g0242011;Dcitr03g1729011;Dcitr09g0241012;Dcitr05g1700011;Dcitr09g0241013;Dcitr08g0943011;Dcitr08g0944011
IPR007282	DOMAIN:NOT2/3/5_C	6	Dcitr01g1308012;Dcitr01g1302011;Dcitr01g1308011;Dcitr12g0380011;Dcitr01g1302012;Dcitr12g0388011
IPR002202	FAMILY:HMG_CoA_Rdtase	1	Dcitr13g0387011
IPR026773	FAMILY:TCHP	1	Dcitr11g0280011
IPR027157	FAMILY:NCBP2	1	Dcitr10g1067011
IPR007073	DOMAIN:RNA_pol_Rpb1_7	2	Dcitr01g0232011;Dcitr01g0230011
IPR010695	FAMILY:FAIM1	1	Dcitr10g0327011
IPR037866	FAMILY:Swd3/WDR5	1	Dcitr13g0413011
IPR027517	FAMILY:Deoxyhypusine_hydroxylase	2	Dcitr05g1614011;Dcitr05g1608011
IPR001762	DOMAIN:Disintegrin_dom	8	Dcitr01g0955012;Dcitr09g0661011;Dcitr02g0147011;Dcitr02g0149011;Dcitr07g1171011;Dcitr01g0955011;Dcitr07g1172011;Dcitr07g0945011
IPR006515	FAMILY:PABP_1234	1	Dcitr00g1457011
IPR019832	DOMAIN:Mn/Fe_SOD_C	3	Dcitr01g0621012;Dcitr01g0621011;Dcitr00g0850011
IPR007991	FAMILY:RNA_pol_I_trans_ini_fac_RRN3	1	Dcitr12g0552011
IPR013022	DOMAIN:Xyl_isomerase-like_TIM-brl	1	Dcitr13g0303011
IPR002109	DOMAIN:Glutaredoxin	10	Dcitr00g0326011;Dcitr01g0224011;Dcitr03g0281011;Dcitr06g1451011;Dcitr01g1300011;Dcitr01g0675011;Dcitr03g0286011;Dcitr06g1104011;Dcitr01g0216011;Dcitr05g0724011
IPR016563	FAMILY:Npl4	1	Dcitr07g0545011
IPR036570	HOMOLOGOUS_SUPERFAMILY:HORMA_dom_sf	7	Dcitr04g0562011;Dcitr00g0132011;Dcitr01g1907011;Dcitr05g0977011;Dcitr05g0974011;Dcitr05g0976011;Dcitr05g0975011
IPR032923	FAMILY:KIF13A	3	Dcitr01g0807011;Dcitr01g0796011;Dcitr01g0798011
IPR002301	FAMILY:Ile-tRNA-ligase	2	Dcitr06g0658011;Dcitr06g0665011
IPR016341	FAMILY:Clathrin_heavy_chain	1	Dcitr11g0314011
IPR033517	FAMILY:DDX54/DBP10	1	Dcitr01g1039011
IPR006565	DOMAIN:BTP	3	Dcitr05g0536011;Dcitr05g0199011;Dcitr05g0534011
IPR002474	DOMAIN:CarbamoylP_synth_ssu_N	1	Dcitr10g0573011
IPR003734	DOMAIN:DUF155	3	Dcitr05g0887011;Dcitr05g0896011;Dcitr05g0889011
IPR007207	DOMAIN:Not_N	1	Dcitr12g0380011
IPR043145	HOMOLOGOUS_SUPERFAMILY:Znf_ZZ_sf	13	Dcitr00g0116011;Dcitr03g1831011;Dcitr07g0830011;Dcitr00g0118011;Dcitr03g1831012;Dcitr00g1289011;Dcitr05g1448011;Dcitr03g1832011;Dcitr03g0110011;Dcitr02g0370011;Dcitr00g1243011;Dcitr04g0121011;Dcitr02g0384011
IPR002969	FAMILY:ApolipopD	1	Dcitr11g0474011
IPR039702	FAMILY:FPS1-like	7	Dcitr02g1081011;Dcitr13g0707011;Dcitr00g0489011;Dcitr02g1077011;Dcitr13g0709013;Dcitr13g0709011;Dcitr13g0709012
IPR001962	DOMAIN:Asn_synthase	2	Dcitr05g0391011;Dcitr02g0707011
IPR014758	FAMILY:Met-tRNA_synth	1	Dcitr02g1976011
IPR040727	DOMAIN:NAPRTase_N	1	Dcitr01g0417011
IPR011335	HOMOLOGOUS_SUPERFAMILY:Restrct_endonuc-II-like	18	Dcitr05g0347011;Dcitr01g2246011;Dcitr07g0900011;Dcitr07g1185011;Dcitr05g0340011;Dcitr05g1622011;Dcitr10g0968011;Dcitr08g0587011;Dcitr11g0307011;Dcitr00g0577011;Dcitr02g0280011;Dcitr11g0819011;Dcitr05g1622012;Dcitr10g0970011;Dcitr01g1092011;Dcitr01g2243011;Dcitr00g1429011;Dcitr07g0139011
IPR023174	CONSERVED_SITE:PDEase_CS	7	Dcitr03g0503011;Dcitr09g0119011;Dcitr04g0587011;Dcitr01g2210011;Dcitr01g2212011;Dcitr09g0117011;Dcitr04g0588011
IPR011013	HOMOLOGOUS_SUPERFAMILY:Gal_mutarotase_sf_dom	18	Dcitr06g0706011;Dcitr06g0479011;Dcitr04g0980011;Dcitr02g1403011;Dcitr04g1020011;Dcitr04g1023011;Dcitr04g0983011;Dcitr01g1402012;Dcitr03g0138011;Dcitr06g0443011;Dcitr00g0298011;Dcitr10g1027011;Dcitr06g0451011;Dcitr06g0479012;Dcitr06g1078011;Dcitr13g0289011;Dcitr06g1073011;Dcitr01g1402011
IPR005066	DOMAIN:MoCF_OxRdtse_dimer	2	Dcitr03g1642011;Dcitr03g1643011
IPR041355	DOMAIN:Pre-SET_CXC	1	Dcitr04g0621011
IPR042415	FAMILY:CNPY	3	Dcitr09g0922011;Dcitr09g0922012;Dcitr09g0924011
IPR001830	DOMAIN:Glyco_trans_20	6	Dcitr01g1962012;Dcitr02g1755011;Dcitr02g1755012;Dcitr01g1965011;Dcitr01g1964011;Dcitr01g1962011
IPR036671	HOMOLOGOUS_SUPERFAMILY:DHP_MB_sf	1	Dcitr06g0436011
IPR008144	DOMAIN:Guanylate_kin-like_dom	16	Dcitr01g0550011;Dcitr05g0609011;Dcitr13g0440011;Dcitr01g0552011;Dcitr08g0162014;Dcitr13g0441011;Dcitr03g0343011;Dcitr08g0162013;Dcitr01g0497011;Dcitr04g1665011;Dcitr05g0611011;Dcitr00g0556011;Dcitr04g1663011;Dcitr01g0890011;Dcitr08g0162011;Dcitr08g0162012
IPR002121	DOMAIN:HRDC_dom	4	Dcitr02g1160011;Dcitr02g1196011;Dcitr04g0165012;Dcitr04g0165011
IPR012270	FAMILY:CCR4-NOT_su3/5	1	Dcitr12g0380011
IPR018281	CONSERVED_SITE:Ribosomal_S3Ae_CS	1	Dcitr03g0765011
IPR040394	FAMILY:FBX25/32	4	Dcitr10g0404011;Dcitr10g0404012;Dcitr10g0402011;Dcitr10g0401011
IPR007122	FAMILY:Villin/Gelsolin	12	Dcitr10g0946011;Dcitr08g0748011;Dcitr10g0753011;Dcitr10g0756011;Dcitr08g0748015;Dcitr04g0929011;Dcitr08g0748012;Dcitr10g0754011;Dcitr08g0748013;Dcitr10g0950011;Dcitr10g0760011;Dcitr08g0748014
IPR027312	FAMILY:Sda1	1	Dcitr04g0285011
IPR018260	CONSERVED_SITE:Ribosomal_L22/L17_CS	4	Dcitr03g0545014;Dcitr03g0545012;Dcitr03g0545011;Dcitr03g0545013
IPR017972	CONSERVED_SITE:Cyt_P450_CS	64	Dcitr01g1492012;Dcitr02g1637011;Dcitr04g0770011;Dcitr00g0246012;Dcitr10g0663011;Dcitr11g0710011;Dcitr01g1507011;Dcitr03g1343011;Dcitr05g1620011;Dcitr02g1086011;Dcitr00g0246011;Dcitr12g0253011;Dcitr02g1309011;Dcitr13g0666011;Dcitr04g1669011;Dcitr08g0311011;Dcitr02g1085011;Dcitr13g0236011;Dcitr11g0301011;Dcitr03g0613011;Dcitr02g1321011;Dcitr04g0770012;Dcitr01g2181011;Dcitr12g0368011;Dcitr02g1952011;Dcitr05g0767011;Dcitr06g0167011;Dcitr11g0300011;Dcitr03g1036011;Dcitr02g1084011;Dcitr13g0231011;Dcitr02g1083011;Dcitr01g2183011;Dcitr10g0664011;Dcitr06g0647015;Dcitr03g1308011;Dcitr11g0715011;Dcitr11g0923011;Dcitr00g1418011;Dcitr13g0105011;Dcitr08g0311012;Dcitr06g0647013;Dcitr03g1046011;Dcitr01g1507012;Dcitr06g1260011;Dcitr12g0368012;Dcitr00g0247012;Dcitr03g0613012;Dcitr06g0647011;Dcitr04g1668011;Dcitr05g1648011;Dcitr11g0713011;Dcitr04g0229011;Dcitr13g0234011;Dcitr13g0227011;Dcitr00g0247011;Dcitr13g0232011;Dcitr13g0233011;Dcitr02g1635011;Dcitr06g0177011;Dcitr06g0647014;Dcitr01g0403011;Dcitr01g1492011;Dcitr06g0647012
IPR009223	REPEAT:APC_rpt	1	Dcitr07g1279011
IPR000253	DOMAIN:FHA_dom	24	Dcitr02g1442011;Dcitr01g1259011;Dcitr05g0235011;Dcitr07g1295011;Dcitr04g1073011;Dcitr01g0807011;Dcitr03g1650011;Dcitr10g0939011;Dcitr08g1249011;Dcitr02g0894011;Dcitr12g0301011;Dcitr00g0698011;Dcitr11g0936011;Dcitr07g0636011;Dcitr09g0183011;Dcitr02g0892011;Dcitr08g1246011;Dcitr03g1966011;Dcitr01g0798011;Dcitr08g1249012;Dcitr01g1114011;Dcitr04g0869011;Dcitr08g1249013;Dcitr01g1260011
IPR039760	FAMILY:MOFRL_protein	3	Dcitr02g1128011;Dcitr02g1129011;Dcitr02g1126011
IPR015420	DOMAIN:Peptidase_S1A_nudel	1	Dcitr01g1905011
IPR029390	DOMAIN:AP3B_C	2	Dcitr09g0379011;Dcitr09g0375011
IPR029067	HOMOLOGOUS_SUPERFAMILY:CDC48_domain_2-like_sf	5	Dcitr13g0537011;Dcitr01g0328011;Dcitr00g0167011;Dcitr01g0331011;Dcitr00g0165011
IPR005517	DOMAIN:Transl_elong_EFG/EF2_IV	7	Dcitr03g1779011;Dcitr04g1126011;Dcitr01g0977011;Dcitr01g0980011;Dcitr04g0977011;Dcitr01g0978011;Dcitr03g1772011
IPR006258	FAMILY:Lipoamide_DH	1	Dcitr01g0524011
IPR009947	FAMILY:NADH-UbQ_OxRdtase_B14.5a_su	2	Dcitr06g0557011;Dcitr06g0556011
IPR023115	DOMAIN:TIF_IF2_dom3	4	Dcitr09g0431013;Dcitr09g0431011;Dcitr09g0431012;Dcitr03g0485011
IPR011021	DOMAIN:Arrestin-like_N	6	Dcitr08g0458011;Dcitr04g1093011;Dcitr00g1198011;Dcitr02g0357011;Dcitr04g1098011;Dcitr01g1997011
IPR034644	FAMILY:Proteasome_subunit_alpha2	1	Dcitr03g0366011
IPR007471	DOMAIN:N-end_Aminoacyl_Trfase_N	1	Dcitr01g2076011
IPR006840	FAMILY:ChaC	1	Dcitr08g0800011
IPR006654	FAMILY:Trp_synth_beta	1	Dcitr00g0294011
IPR013680	DOMAIN:VDCC_a2/dsu	4	Dcitr02g0730011;Dcitr02g0166011;Dcitr02g1251011;Dcitr02g0740011
IPR004327	FAMILY:Phstyr_phstse_ac	1	Dcitr04g0525011
IPR034784	DOMAIN:PDIP3_RRM	1	Dcitr10g1077011
IPR006569	DOMAIN:CID_dom	11	Dcitr01g1499011;Dcitr06g0869011;Dcitr09g0683011;Dcitr12g0940011;Dcitr06g0844011;Dcitr08g0860011;Dcitr01g1503011;Dcitr08g0860012;Dcitr02g1969011;Dcitr01g0888011;Dcitr09g0682011
IPR020454	DOMAIN:DAG/PE-bd	11	Dcitr01g1826011;Dcitr01g1052011;Dcitr12g0318011;Dcitr06g0190011;Dcitr03g1669011;Dcitr03g1674011;Dcitr11g0200011;Dcitr04g0278011;Dcitr03g1910011;Dcitr03g1902011;Dcitr01g1274011
IPR020083	CONSERVED_SITE:Ribosomal_L39_CS	1	Dcitr09g0854011
IPR019797	CONSERVED_SITE:Glutamate_5-kinase_CS	4	Dcitr03g0757011;Dcitr03g0755011;Dcitr03g0754011;Dcitr03g0755012
IPR000796	FAMILY:Asp_trans	4	Dcitr04g0754011;Dcitr09g0174011;Dcitr09g0180011;Dcitr04g0751011
IPR006539	FAMILY:P-type_ATPase_IV	7	Dcitr06g0315012;Dcitr06g0315011;Dcitr11g0542011;Dcitr07g0850011;Dcitr07g0851011;Dcitr06g0318011;Dcitr06g0318012
IPR004907	FAMILY:ATPase_V1-cplx_csu	6	Dcitr02g0156013;Dcitr02g0156012;Dcitr02g0153011;Dcitr02g0156015;Dcitr02g0156014;Dcitr02g0156011
IPR034771	FAMILY:CG7185-like	1	Dcitr06g0749011
IPR001019	FAMILY:Gprotein_alpha_su	11	Dcitr08g0972011;Dcitr13g0451011;Dcitr08g0870011;Dcitr00g0471011;Dcitr10g0891011;Dcitr07g0766011;Dcitr13g0445011;Dcitr07g0756011;Dcitr13g0448011;Dcitr10g0880011;Dcitr07g0688011
IPR004000	FAMILY:Actin	14	Dcitr03g2082011;Dcitr03g2079011;Dcitr04g0198011;Dcitr05g0212011;Dcitr03g2080011;Dcitr06g1486011;Dcitr03g2077011;Dcitr07g0237011;Dcitr00g1017011;Dcitr04g0199011;Dcitr07g0236011;Dcitr01g1961011;Dcitr00g0533011;Dcitr01g0917011
IPR038763	HOMOLOGOUS_SUPERFAMILY:DHH_sf	2	Dcitr11g0660011;Dcitr11g0662011
IPR036425	HOMOLOGOUS_SUPERFAMILY:MoaB/Mog-like_dom_sf	8	Dcitr06g0111011;Dcitr06g0111012;Dcitr06g0107011;Dcitr06g0111015;Dcitr06g0111013;Dcitr12g0340011;Dcitr06g0111014;Dcitr12g0340012
IPR037448	FAMILY:Zig-8	17	Dcitr02g0512011;Dcitr11g0425011;Dcitr02g0509011;Dcitr11g0425012;Dcitr13g0241011;Dcitr11g0674011;Dcitr11g0691011;Dcitr11g0203011;Dcitr13g0571011;Dcitr13g0200011;Dcitr02g0509012;Dcitr11g0690011;Dcitr11g0817011;Dcitr11g0719011;Dcitr02g0510011;Dcitr13g0301011;Dcitr13g0199011
IPR009581	DOMAIN:FAM20_C	4	Dcitr13g0115011;Dcitr07g0804011;Dcitr13g0118011;Dcitr07g0806011
IPR034211	DOMAIN:PUF60_RRM2	2	Dcitr03g1126011;Dcitr03g1119011
