Accession_ID	Pathway_Count	Pathway_IDs	Pathway_Names
Dcitr02g0114011	13	Reactome: R-HSA-9634638;Reactome: R-HSA-450520;Reactome: R-HSA-3769402;Reactome: R-HSA-5687128;Reactome: R-HSA-5663220;Reactome: R-HSA-2173788;Reactome: R-HSA-141444;Reactome: R-HSA-2500257;Reactome: R-HSA-2467813;Reactome: R-HSA-168333;Reactome: R-HSA-69273;Reactome: R-HSA-165054;Reactome: R-HSA-68877	"Estrogen-dependent nuclear events downstream of ESR-membrane signaling";"HuR (ELAVL1) binds and stabilizes mRNA";"Deactivation of the beta-catenin transactivating complex";"MAPK6/MAPK4 signaling";"RHO GTPases Activate Formins";"Downregulation of TGF-beta receptor signaling";"Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal";"Resolution of Sister Chromatid Cohesion";"Separation of Sister Chromatids";"NEP/NS2 Interacts with the Cellular Export Machinery";"Cyclin A/B1/B2 associated events during G2/M transition";"Rev-mediated nuclear export of HIV RNA";"Mitotic Prometaphase"
Dcitr06g1034011	3	Reactome: R-HSA-5696394;Reactome: R-HSA-3108214;Reactome: R-HSA-5696395	"DNA Damage Recognition in GG-NER";"SUMOylation of DNA damage response and repair proteins";"Formation of Incision Complex in GG-NER"
Dcitr01g2062011	2	Reactome: R-HSA-5683371;Reactome: R-HSA-1369007	"Defective ABCB6 causes isolated colobomatous microphthalmia 7 (MCOPCB7)";"Mitochondrial ABC transporters"
Dcitr04g1226011	1	Reactome: R-HSA-70268	"Pyruvate metabolism"
Dcitr00g0287011	1	Reactome: R-HSA-611105	"Respiratory electron transport"
Dcitr05g0466011	1	Reactome: R-HSA-499943	"Interconversion of nucleotide di- and triphosphates"
Dcitr08g1161011	1	Reactome: R-HSA-1971475	"A tetrasaccharide linker sequence is required for GAG synthesis"
Dcitr03g0685011	5	Reactome: R-HSA-5610785;Reactome: R-HSA-5610787;Reactome: R-HSA-5610780;Reactome: R-HSA-5632684;Reactome: R-HSA-5610783	"GLI3 is processed to GLI3R by the proteasome";"Hedgehog 'off' state";"Degradation of GLI1 by the proteasome";"Hedgehog 'on' state";"Degradation of GLI2 by the proteasome"
Dcitr02g0475011	2	Reactome: R-HSA-5083635;Reactome: R-HSA-5173214	"Defective B3GALTL causes Peters-plus syndrome (PpS)";"O-glycosylation of TSR domain-containing proteins"
Dcitr11g0743011	2	Reactome: R-HSA-6799198;Reactome: R-HSA-611105	"Complex I biogenesis";"Respiratory electron transport"
Dcitr10g1072012	12	Reactome: R-HSA-192823;Reactome: R-HSA-2408557;Reactome: R-HSA-72764;Reactome: R-HSA-975956;Reactome: R-HSA-156902;Reactome: R-HSA-6791226;Reactome: R-HSA-156827;Reactome: R-HSA-1799339;Reactome: R-HSA-9010553;Reactome: R-HSA-72689;Reactome: R-HSA-975957;Reactome: R-HSA-72706	"Viral mRNA Translation";"Selenocysteine synthesis";"Eukaryotic Translation Termination";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Peptide chain elongation";"Major pathway of rRNA processing in the nucleolus and cytosol";"L13a-mediated translational silencing of Ceruloplasmin expression";"SRP-dependent cotranslational protein targeting to membrane";"Regulation of expression of SLITs and ROBOs";"Formation of a pool of free 40S subunits";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"GTP hydrolysis and joining of the 60S ribosomal subunit"
Dcitr10g0493011	4	Reactome: R-HSA-3928662;Reactome: R-HSA-8856828;Reactome: R-HSA-2029482;Reactome: R-HSA-5663213	"EPHB-mediated forward signaling";"Clathrin-mediated endocytosis";"Regulation of actin dynamics for phagocytic cup formation";"RHO GTPases Activate WASPs and WAVEs"
Dcitr11g0285012	3	Reactome: R-HSA-446199;Reactome: R-HSA-4755579;Reactome: R-HSA-193048	"Synthesis of Dolichyl-phosphate";"Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ";"Androgen biosynthesis"
Dcitr05g0800011	1	Reactome: R-HSA-390522	"Striated Muscle Contraction"
Dcitr02g0319011	3	Reactome: R-HSA-73856;Reactome: R-HSA-77588;Reactome: R-HSA-111367	"RNA Polymerase II Transcription Termination";"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs";"SLBP independent Processing of Histone Pre-mRNAs"
Dcitr06g1318011	1	Reactome: R-HSA-194840	"Rho GTPase cycle"
Dcitr04g1445011	7	Reactome: R-HSA-749476;Reactome: R-HSA-76061;Reactome: R-HSA-76071;Reactome: R-HSA-73780;Reactome: R-HSA-1834949;Reactome: R-HSA-76066;Reactome: R-HSA-73980	"RNA Polymerase III Abortive And Retractive Initiation";"RNA Polymerase III Transcription Initiation From Type 1 Promoter";"RNA Polymerase III Transcription Initiation From Type 3 Promoter";"RNA Polymerase III Chain Elongation";"Cytosolic sensors of pathogen-associated DNA";"RNA Polymerase III Transcription Initiation From Type 2 Promoter";"RNA Polymerase III Transcription Termination"
Dcitr07g1073011	2	Reactome: R-HSA-8856828;Reactome: R-HSA-8856825	"Clathrin-mediated endocytosis";"Cargo recognition for clathrin-mediated endocytosis"
Dcitr01g2128011	12	Reactome: R-HSA-5620912;Reactome: R-HSA-380259;Reactome: R-HSA-6807878;Reactome: R-HSA-380320;Reactome: R-HSA-8854518;Reactome: R-HSA-2132295;Reactome: R-HSA-6811436;Reactome: R-HSA-380270;Reactome: R-HSA-3371497;Reactome: R-HSA-381038;Reactome: R-HSA-2565942;Reactome: R-HSA-380284	"Anchoring of the basal body to the plasma membrane";"Loss of Nlp from mitotic centrosomes";"COPI-mediated anterograde transport";"Recruitment of NuMA to mitotic centrosomes";"AURKA Activation by TPX2";"MHC class II antigen presentation";"COPI-independent Golgi-to-ER retrograde traffic";"Recruitment of mitotic centrosome proteins and complexes";"HSP90 chaperone cycle for steroid hormone receptors (SHR)";"XBP1(S) activates chaperone genes";"Regulation of PLK1 Activity at G2/M Transition";"Loss of proteins required for interphase microtubule organization from the centrosome"
Dcitr04g0385011	1	Reactome: R-HSA-2672351	"Stimuli-sensing channels"
Dcitr08g0366015	3	Reactome: R-HSA-3000171;Reactome: R-HSA-3000157;Reactome: R-HSA-8874081	"Non-integrin membrane-ECM interactions";"Laminin interactions";"MET activates PTK2 signaling"
Dcitr08g1181011	1	Reactome: R-HSA-432047	"Passive transport by Aquaporins"
Dcitr05g0494011	3	Reactome: R-HSA-212436;Reactome: R-HSA-1989781;Reactome: R-HSA-381340	"Generic Transcription Pathway";"PPARA activates gene expression";"Transcriptional regulation of white adipocyte differentiation"
Dcitr00g0428011	1	Reactome: R-HSA-2129379	"Molecules associated with elastic fibres"
Dcitr05g0135011	1	Reactome: R-HSA-1296072	"Voltage gated Potassium channels"
Dcitr04g0660011	1	Reactome: R-HSA-6787450	"tRNA modification in the mitochondrion"
Dcitr13g0653012	6	Reactome: R-HSA-389887;Reactome: R-HSA-2046106;Reactome: R-HSA-193368;Reactome: R-HSA-9033500;Reactome: R-HSA-390247;Reactome: R-HSA-9033241	"Beta-oxidation of pristanoyl-CoA";"alpha-linolenic acid (ALA) metabolism";"Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol";"TYSND1 cleaves peroxisomal proteins";"Beta-oxidation of very long chain fatty acids";"Peroxisomal protein import"
Dcitr01g0606011	1	Reactome: R-HSA-9033807	"ABO blood group biosynthesis"
Dcitr05g0269011	2	Reactome: R-HSA-5610787;Reactome: R-HSA-5620924	"Hedgehog 'off' state";"Intraflagellar transport"
Dcitr04g0720011	2	Reactome: R-HSA-6804757;Reactome: R-HSA-3899300	"Regulation of TP53 Degradation";"SUMOylation of transcription cofactors"
Dcitr03g1461011	1	Reactome: R-HSA-194840	"Rho GTPase cycle"
Dcitr00g0622011	1	Reactome: R-HSA-6798695	"Neutrophil degranulation"
Dcitr02g0379011	4	Reactome: R-HSA-879415;Reactome: R-HSA-6798695;Reactome: R-HSA-1799339;Reactome: R-HSA-446203	"Advanced glycosylation endproduct receptor signaling";"Neutrophil degranulation";"SRP-dependent cotranslational protein targeting to membrane";"Asparagine N-linked glycosylation"
Dcitr11g0789012	1	Reactome: R-HSA-1268020	"Mitochondrial protein import"
Dcitr01g1602011	1	Reactome: R-HSA-4615885	"SUMOylation of DNA replication proteins"
Dcitr03g0754011	1	Reactome: R-HSA-8964539	"Glutamate and glutamine metabolism"
Dcitr01g1967011	4	Reactome: R-HSA-2467813;Reactome: R-HSA-2500257;Reactome: R-HSA-2468052;Reactome: R-HSA-2470946	"Separation of Sister Chromatids";"Resolution of Sister Chromatid Cohesion";"Establishment of Sister Chromatid Cohesion";"Cohesin Loading onto Chromatin"
Dcitr02g0193011	5	Reactome: R-HSA-2132295;Reactome: R-HSA-6798695;Reactome: R-HSA-1442490;Reactome: R-HSA-2022090;Reactome: R-HSA-1679131	"MHC class II antigen presentation";"Neutrophil degranulation";"Collagen degradation";"Assembly of collagen fibrils and other multimeric structures";"Trafficking and processing of endosomal TLR"
Dcitr10g0905012	4	Reactome: R-HSA-611105;Reactome: R-HSA-389661;Reactome: R-HSA-77289;Reactome: R-HSA-6799198	"Respiratory electron transport";"Glyoxylate metabolism and glycine degradation";"Mitochondrial Fatty Acid Beta-Oxidation";"Complex I biogenesis"
Dcitr09g0849011	2	Reactome: R-HSA-6791226;Reactome: R-HSA-6790901	"Major pathway of rRNA processing in the nucleolus and cytosol";"rRNA modification in the nucleus and cytosol"
Dcitr03g2081011	2	Reactome: R-HSA-4793954;Reactome: R-HSA-532668	"Defective MOGS causes MOGS-CDG (CDG-2b)";"N-glycan trimming in the ER and Calnexin/Calreticulin cycle"
Dcitr06g1391011	12	Reactome: R-HSA-975956;Reactome: R-HSA-156902;Reactome: R-HSA-2408557;Reactome: R-HSA-72764;Reactome: R-HSA-192823;Reactome: R-HSA-72706;Reactome: R-HSA-975957;Reactome: R-HSA-72689;Reactome: R-HSA-6791226;Reactome: R-HSA-1799339;Reactome: R-HSA-156827;Reactome: R-HSA-9010553	"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Peptide chain elongation";"Selenocysteine synthesis";"Eukaryotic Translation Termination";"Viral mRNA Translation";"GTP hydrolysis and joining of the 60S ribosomal subunit";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"Formation of a pool of free 40S subunits";"Major pathway of rRNA processing in the nucleolus and cytosol";"SRP-dependent cotranslational protein targeting to membrane";"L13a-mediated translational silencing of Ceruloplasmin expression";"Regulation of expression of SLITs and ROBOs"
Dcitr09g0614011	1	Reactome: R-HSA-2514853	"Condensation of Prometaphase Chromosomes"
Dcitr09g0434011	1	Reactome: R-HSA-2142789	"Ubiquinol biosynthesis"
Dcitr04g0874011	1	Reactome: R-HSA-72163	"mRNA Splicing - Major Pathway"
Dcitr03g1619011	6	Reactome: R-HSA-191859;Reactome: R-HSA-77588;Reactome: R-HSA-72163;Reactome: R-HSA-72165;Reactome: R-HSA-73856;Reactome: R-HSA-111367	"snRNP Assembly";"SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs";"mRNA Splicing - Major Pathway";"mRNA Splicing - Minor Pathway";"RNA Polymerase II Transcription Termination";"SLBP independent Processing of Histone Pre-mRNAs"
Dcitr08g1053011	2	Reactome: R-HSA-8949215;Reactome: R-HSA-8949664	"Mitochondrial calcium ion transport";"Processing of SMDT1"
Dcitr08g0176011	1	Reactome: R-HSA-189085	"Digestion of dietary carbohydrate"
Dcitr00g0174011	2	Reactome: R-HSA-70171;Reactome: R-HSA-70263	"Glycolysis";"Gluconeogenesis"
Dcitr04g0579011	1	Reactome: R-HSA-6782315	"tRNA modification in the nucleus and cytosol"
Dcitr02g2005011	1	Reactome: R-HSA-429958	"mRNA decay by 3' to 5' exoribonuclease"
Dcitr13g0650011	2	Reactome: R-HSA-5689880;Reactome: R-HSA-3214847	"Ub-specific processing proteases";"HATs acetylate histones"
Dcitr04g0499011	1	Reactome: R-HSA-1632852	"Macroautophagy"
Dcitr04g0990011	1	Reactome: R-HSA-379716	"Cytosolic tRNA aminoacylation"
Dcitr01g1063011	2	Reactome: R-HSA-6783310;Reactome: R-HSA-6796648	"Fanconi Anemia Pathway";"TP53 Regulates Transcription of DNA Repair Genes"
Dcitr01g1261011	14	Reactome: R-HSA-8986944;Reactome: R-HSA-9018519;Reactome: R-HSA-1912408;Reactome: R-HSA-426486;Reactome: R-HSA-5628897;Reactome: R-HSA-5687128;Reactome: R-HSA-9029569;Reactome: R-HSA-203927;Reactome: R-HSA-9022692;Reactome: R-HSA-8948700;Reactome: R-HSA-8943723;Reactome: R-HSA-426496;Reactome: R-HSA-8934593;Reactome: R-HSA-4086398	"Transcriptional Regulation by MECP2";"Estrogen-dependent gene expression";"Pre-NOTCH Transcription and Translation";"Small interfering RNA (siRNA) biogenesis";"TP53 Regulates Metabolic Genes";"MAPK6/MAPK4 signaling";"NR1H3 &amp; NR1H2 regulate gene expression linked to cholesterol transport and efflux";"MicroRNA (miRNA) biogenesis";"Regulation of MECP2 expression and activity";"Competing endogenous RNAs (ceRNAs) regulate PTEN translation";"Regulation of PTEN mRNA translation";"Post-transcriptional silencing by small RNAs";"Regulation of RUNX1 Expression and Activity";"Ca2+ pathway"
Dcitr04g1527011	1	Reactome: R-HSA-3214847	"HATs acetylate histones"
Dcitr02g1241011	2	Reactome: R-HSA-5576893;Reactome: R-HSA-5576892	"Phase 2 - plateau phase";"Phase 0 - rapid depolarisation"
Dcitr01g0871011	1	Reactome: R-HSA-75876	"Synthesis of very long-chain fatty acyl-CoAs"
Dcitr03g0275011	3	Reactome: R-HSA-5173105;Reactome: R-HSA-5083633;Reactome: R-HSA-5083629	"O-linked glycosylation";"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1";"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2"
Dcitr02g0434011	2	Reactome: R-HSA-5619039;Reactome: R-HSA-426117	"Defective SLC12A6 causes agenesis of the corpus callosum, with peripheral neuropathy (ACCPN)";"Cation-coupled Chloride cotransporters"
Dcitr06g0164011	1	Reactome: R-HSA-70171	"Glycolysis"
Dcitr03g1687011	3	Reactome: R-HSA-389661;Reactome: R-HSA-71403;Reactome: R-HSA-71064	"Glyoxylate metabolism and glycine degradation";"Citric acid cycle (TCA cycle)";"Lysine catabolism"
Dcitr10g0134011	13	Reactome: R-HSA-5663220;Reactome: R-HSA-380270;Reactome: R-HSA-6811436;Reactome: R-HSA-380284;Reactome: R-HSA-2565942;Reactome: R-HSA-68877;Reactome: R-HSA-380259;Reactome: R-HSA-8854518;Reactome: R-HSA-380320;Reactome: R-HSA-5620912;Reactome: R-HSA-141444;Reactome: R-HSA-2500257;Reactome: R-HSA-2467813	"RHO GTPases Activate Formins";"Recruitment of mitotic centrosome proteins and complexes";"COPI-independent Golgi-to-ER retrograde traffic";"Loss of proteins required for interphase microtubule organization from the centrosome";"Regulation of PLK1 Activity at G2/M Transition";"Mitotic Prometaphase";"Loss of Nlp from mitotic centrosomes";"AURKA Activation by TPX2";"Recruitment of NuMA to mitotic centrosomes";"Anchoring of the basal body to the plasma membrane";"Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal";"Resolution of Sister Chromatid Cohesion";"Separation of Sister Chromatids"
Dcitr01g1793012	5	Reactome: R-HSA-1257604;Reactome: R-HSA-5218920;Reactome: R-HSA-389357;Reactome: R-HSA-5674400;Reactome: R-HSA-6804757	"PIP3 activates AKT signaling";"VEGFR2 mediated vascular permeability";"CD28 dependent PI3K/Akt signaling";"Constitutive Signaling by AKT1 E17K in Cancer";"Regulation of TP53 Degradation"
Dcitr08g0800011	1	Reactome: R-HSA-174403	"Glutathione synthesis and recycling"
Dcitr02g1192011	2	Reactome: R-HSA-1989781;Reactome: R-HSA-381340	"PPARA activates gene expression";"Transcriptional regulation of white adipocyte differentiation"
Dcitr11g0707011	2	Reactome: R-HSA-390522;Reactome: R-HSA-445355	"Striated Muscle Contraction";"Smooth Muscle Contraction"
Dcitr06g1458011	1	Reactome: R-HSA-196843	"Vitamin B2 (riboflavin) metabolism"
Dcitr04g1400011	3	Reactome: R-HSA-5389840;Reactome: R-HSA-5419276;Reactome: R-HSA-5368286	"Mitochondrial translation elongation";"Mitochondrial translation termination";"Mitochondrial translation initiation"
Dcitr12g0516011	4	Reactome: R-HSA-5389840;Reactome: R-HSA-6798695;Reactome: R-HSA-74217;Reactome: R-HSA-74259	"Mitochondrial translation elongation";"Neutrophil degranulation";"Purine salvage";"Purine catabolism"
Dcitr01g1233011	16	Reactome: R-HSA-674695;Reactome: R-HSA-167238;Reactome: R-HSA-167246;Reactome: R-HSA-167243;Reactome: R-HSA-167152;Reactome: R-HSA-180585;Reactome: R-HSA-6796648;Reactome: R-HSA-983168;Reactome: R-HSA-75955;Reactome: R-HSA-167287;Reactome: R-HSA-167290;Reactome: R-HSA-9010553;Reactome: R-HSA-167200;Reactome: R-HSA-8951664;Reactome: R-HSA-1234176;Reactome: R-HSA-112382	"RNA Polymerase II Pre-transcription Events";"Pausing and recovery of Tat-mediated HIV elongation";"Tat-mediated elongation of the HIV-1 transcript";"Tat-mediated HIV elongation arrest and recovery";"Formation of HIV elongation complex in the absence of HIV Tat";"Vif-mediated degradation of APOBEC3G";"TP53 Regulates Transcription of DNA Repair Genes";"Antigen processing: Ubiquitination &amp; Proteasome degradation";"RNA Polymerase II Transcription Elongation";"HIV elongation arrest and recovery";"Pausing and recovery of HIV elongation";"Regulation of expression of SLITs and ROBOs";"Formation of HIV-1 elongation complex containing HIV-1 Tat";"Neddylation";"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha";"Formation of RNA Pol II elongation complex"
Dcitr01g0878011	2	Reactome: R-HSA-5628897;Reactome: R-HSA-611105	"TP53 Regulates Metabolic Genes";"Respiratory electron transport"
Dcitr12g0610011	1	Reactome: R-HSA-71262	"Carnitine synthesis"
Dcitr03g0806013	15	Reactome: R-HSA-72706;Reactome: R-HSA-975957;Reactome: R-HSA-72702;Reactome: R-HSA-72689;Reactome: R-HSA-6791226;Reactome: R-HSA-9010553;Reactome: R-HSA-156827;Reactome: R-HSA-1799339;Reactome: R-HSA-975956;Reactome: R-HSA-156902;Reactome: R-HSA-72695;Reactome: R-HSA-2408557;Reactome: R-HSA-72764;Reactome: R-HSA-72649;Reactome: R-HSA-192823	"GTP hydrolysis and joining of the 60S ribosomal subunit";"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)";"Ribosomal scanning and start codon recognition";"Formation of a pool of free 40S subunits";"Major pathway of rRNA processing in the nucleolus and cytosol";"Regulation of expression of SLITs and ROBOs";"L13a-mediated translational silencing of Ceruloplasmin expression";"SRP-dependent cotranslational protein targeting to membrane";"Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)";"Peptide chain elongation";"Formation of the ternary complex, and subsequently, the 43S complex";"Selenocysteine synthesis";"Eukaryotic Translation Termination";"Translation initiation complex formation";"Viral mRNA Translation"
Dcitr08g0464011	1	Reactome: R-HSA-1475029	"Reversible hydration of carbon dioxide"
Dcitr06g0450011	3	Reactome: R-HSA-2029482;Reactome: R-HSA-5663213;Reactome: R-HSA-4420097	"Regulation of actin dynamics for phagocytic cup formation";"RHO GTPases Activate WASPs and WAVEs";"VEGFA-VEGFR2 Pathway"
Dcitr01g0894011	1	Reactome: R-HSA-5576886	"Phase 4 - resting membrane potential"
Dcitr13g0574011	14	Reactome: R-HSA-167242;Reactome: R-HSA-112382;Reactome: R-HSA-167290;Reactome: R-HSA-6796648;Reactome: R-HSA-167158;Reactome: R-HSA-167200;Reactome: R-HSA-75955;Reactome: R-HSA-674695;Reactome: R-HSA-167238;Reactome: R-HSA-113418;Reactome: R-HSA-167246;Reactome: R-HSA-167243;Reactome: R-HSA-167152;Reactome: R-HSA-167287	"Abortive elongation of HIV-1 transcript in the absence of Tat";"Formation of RNA Pol II elongation complex";"Pausing and recovery of HIV elongation";"TP53 Regulates Transcription of DNA Repair Genes";"Formation of the HIV-1 Early Elongation Complex";"Formation of HIV-1 elongation complex containing HIV-1 Tat";"RNA Polymerase II Transcription Elongation";"RNA Polymerase II Pre-transcription Events";"Pausing and recovery of Tat-mediated HIV elongation";"Formation of the Early Elongation Complex";"Tat-mediated elongation of the HIV-1 transcript";"Tat-mediated HIV elongation arrest and recovery";"Formation of HIV elongation complex in the absence of HIV Tat";"HIV elongation arrest and recovery"
