Accession_ID	GO_Count	BP_GO_IDs	BP_GO_Names	MF_GO_IDs	MF_GO_Names	CC_GO_IDs	CC_GO_Names
Dcitr08g0347011	1			GO:0003676	"nucleic acid binding"		
Dcitr12g0485011	1					GO:0034464	"BBSome"
Dcitr03g1018011	4	GO:0006979;GO:0055114	"response to oxidative stress";"oxidation-reduction process"	GO:0020037;GO:0004601	"heme binding";"peroxidase activity"		
Dcitr01g2077011	3			GO:0003824;GO:0030976;GO:0000287	"catalytic activity";"thiamine pyrophosphate binding";"magnesium ion binding"		
Dcitr12g0796011	4	GO:0006412	"translation"	GO:0003735	"structural constituent of ribosome"	GO:0005840;GO:0015934	"ribosome";"large ribosomal subunit"
Dcitr05g0809011	2	GO:0035556	"intracellular signal transduction"	GO:0005085	"guanyl-nucleotide exchange factor activity"		
Dcitr04g0834011	2	GO:0006508	"proteolysis"	GO:0008236	"serine-type peptidase activity"		
Dcitr13g0569011	4	GO:0006468	"protein phosphorylation"	GO:0004672;GO:0005524;GO:0004713	"protein kinase activity";"ATP binding";"protein tyrosine kinase activity"		
Dcitr08g1111011	2	GO:0007275	"multicellular organism development"	GO:0003676	"nucleic acid binding"		
Dcitr13g0621011	3	GO:0015672	"monovalent inorganic cation transport"	GO:0005261	"cation channel activity"	GO:0016020	"membrane"
Dcitr07g0971011	5	GO:0006644;GO:0016042;GO:0050482	"phospholipid metabolic process";"lipid catabolic process";"arachidonic acid secretion"	GO:0004623;GO:0005509	"phospholipase A2 activity";"calcium ion binding"		
Dcitr10g0691011	4	GO:0006281;GO:0000398	"DNA repair";"mRNA splicing, via spliceosome"	GO:0061630	"ubiquitin protein ligase activity"	GO:0000974	"Prp19 complex"
Dcitr09g0145011	1	GO:0009411	"response to UV"				
Dcitr12g0594012	4	GO:0006281	"DNA repair"	GO:0005524;GO:0003677;GO:0008094	"ATP binding";"DNA binding";"DNA-dependent ATPase activity"		
Dcitr04g0667011	2	GO:0019722	"calcium-mediated signaling"	GO:0005509	"calcium ion binding"		
Dcitr01g1652011	2	GO:0006890	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"			GO:0016021	"integral component of membrane"
Dcitr12g0946011	1			GO:0003676	"nucleic acid binding"		
Dcitr05g0173012	2	GO:0006508	"proteolysis"	GO:0008234	"cysteine-type peptidase activity"		
Dcitr05g0231011	1			GO:0004672	"protein kinase activity"		
Dcitr02g1058012	9	GO:0055114	"oxidation-reduction process"	GO:0009055;GO:0051537;GO:0071949;GO:0051536;GO:0046872;GO:0005506;GO:0016491;GO:0050660	"electron transfer activity";"2 iron, 2 sulfur cluster binding";"FAD binding";"iron-sulfur cluster binding";"metal ion binding";"iron ion binding";"oxidoreductase activity";"flavin adenine dinucleotide binding"		
Dcitr02g1417014	1			GO:0008168	"methyltransferase activity"		
Dcitr01g0473011	2					GO:0030133;GO:0031083	"transport vesicle";"BLOC-1 complex"
Dcitr07g1059011	5	GO:0009408;GO:0006457	"response to heat";"protein folding"	GO:0005524;GO:0051082;GO:0031072	"ATP binding";"unfolded protein binding";"heat shock protein binding"		
Dcitr04g0759011	1	GO:0006886	"intracellular protein transport"				
Dcitr03g0736011	1			GO:0016787	"hydrolase activity"		
Dcitr02g1790011	1	GO:0007050	"cell cycle arrest"				
Dcitr06g1472011	1					GO:0016021	"integral component of membrane"
Dcitr09g0656011	2			GO:0046872;GO:0003824	"metal ion binding";"catalytic activity"		
Dcitr10g0984011	3	GO:0006468	"protein phosphorylation"	GO:0005524;GO:0004672	"ATP binding";"protein kinase activity"		
Dcitr07g1129012	4	GO:0006355	"regulation of transcription, DNA-templated"	GO:0003677;GO:0043565;GO:0003700	"DNA binding";"sequence-specific DNA binding";"DNA-binding transcription factor activity"		
Dcitr02g0153011	3	GO:1902600	"proton transmembrane transport"	GO:0015078	"proton transmembrane transporter activity"	GO:0033180	"proton-transporting V-type ATPase, V1 domain"
Dcitr02g2022011	3	GO:0006508	"proteolysis"	GO:0004222;GO:0008237	"metalloendopeptidase activity";"metallopeptidase activity"		
Dcitr07g0109011	2			GO:0003774	"motor activity"	GO:0016459	"myosin complex"
Dcitr11g0127011	1			GO:0003676	"nucleic acid binding"		
Dcitr02g0700011	2	GO:0006506	"GPI anchor biosynthetic process"			GO:0005789	"endoplasmic reticulum membrane"
Dcitr02g0399011	2			GO:0003824;GO:0005509	"catalytic activity";"calcium ion binding"		
Dcitr10g0217011	1			GO:0016758	"transferase activity, transferring hexosyl groups"		
Dcitr00g1451011	1					GO:0071203	"WASH complex"
Dcitr06g0206011	5	GO:0006231;GO:0006412	"dTMP biosynthetic process";"translation"	GO:0003735;GO:0004799	"structural constituent of ribosome";"thymidylate synthase activity"	GO:0005840	"ribosome"
Dcitr08g0425011	5	GO:0006633	"fatty acid biosynthetic process"	GO:0003989;GO:0046872;GO:0016874;GO:0005524	"acetyl-CoA carboxylase activity";"metal ion binding";"ligase activity";"ATP binding"		
Dcitr12g0807011	2			GO:0016887;GO:0005524	"ATPase activity";"ATP binding"		
Dcitr07g0340011	1			GO:0042302	"structural constituent of cuticle"		
Dcitr03g1001011	4	GO:0006511;GO:0007275	"ubiquitin-dependent protein catabolic process";"multicellular organism development"	GO:0008270	"zinc ion binding"	GO:0042025	"host cell nucleus"
Dcitr06g0805011	1	GO:1900383	"regulation of synaptic plasticity by receptor localization to synapse"				
Dcitr05g1084011	1			GO:0016791	"phosphatase activity"		
Dcitr02g0884012	2	GO:0006464	"cellular protein modification process"	GO:0004719	"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity"		
Dcitr10g0584011	2	GO:0007005	"mitochondrion organization"			GO:0031305	"integral component of mitochondrial inner membrane"
Dcitr02g1828011	5	GO:0015671	"oxygen transport"	GO:0020037;GO:0019825	"heme binding";"oxygen binding"	GO:0005576;GO:0005833	"extracellular region";"hemoglobin complex"
Dcitr07g0662011	1	GO:0045048	"protein insertion into ER membrane"				
Dcitr04g0603011	5	GO:0006820	"anion transport"	GO:0008509;GO:0005452	"anion transmembrane transporter activity";"inorganic anion exchanger activity"	GO:0016021;GO:0016020	"integral component of membrane";"membrane"
Dcitr05g1606011	1	GO:0006412	"translation"				
Dcitr05g1194011	1			GO:0005509	"calcium ion binding"		
Dcitr08g0668011	5	GO:0031053	"primary miRNA processing"	GO:0020037;GO:0042802;GO:0003723	"heme binding";"identical protein binding";"RNA binding"	GO:0070877	"microprocessor complex"
Dcitr04g1378011	3	GO:0006412	"translation"	GO:0003735	"structural constituent of ribosome"	GO:0005840	"ribosome"
Dcitr06g1163011	4	GO:0045454;GO:0055114	"cell redox homeostasis";"oxidation-reduction process"	GO:0016209;GO:0016491	"antioxidant activity";"oxidoreductase activity"		
Dcitr01g2019011	1			GO:0003676	"nucleic acid binding"		
Dcitr11g0123011	3	GO:0006468	"protein phosphorylation"	GO:0005524;GO:0004672	"ATP binding";"protein kinase activity"		
Dcitr01g0379011	2			GO:0005179	"hormone activity"	GO:0005576	"extracellular region"
Dcitr08g0934011	2	GO:0006869	"lipid transport"	GO:0005319	"lipid transporter activity"		
Dcitr11g0626011	3	GO:0055114	"oxidation-reduction process"	GO:0016614;GO:0050660	"oxidoreductase activity, acting on CH-OH group of donors";"flavin adenine dinucleotide binding"		
Dcitr03g0352011	6	GO:0006355;GO:0006915	"regulation of transcription, DNA-templated";"apoptotic process"	GO:0003700;GO:0003677;GO:0044212	"DNA-binding transcription factor activity";"DNA binding";"transcription regulatory region DNA binding"	GO:0005634	"nucleus"
Dcitr07g1191013	2			GO:0003824;GO:0016791	"catalytic activity";"phosphatase activity"		
Dcitr01g1216011	1			GO:0005509	"calcium ion binding"		
Dcitr03g1854011	5	GO:0055085;GO:0006816	"transmembrane transport";"calcium ion transport"	GO:0005432	"calcium:sodium antiporter activity"	GO:0016021;GO:0016020	"integral component of membrane";"membrane"
Dcitr02g1460012	3	GO:0006979;GO:0055114	"response to oxidative stress";"oxidation-reduction process"	GO:0004602	"glutathione peroxidase activity"		
Dcitr05g0473011	2	GO:0006890	"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum"	GO:0005484	"SNAP receptor activity"		
Dcitr03g1284011	1			GO:0003676	"nucleic acid binding"		
Dcitr01g1055011	1	GO:0055085	"transmembrane transport"				
Dcitr02g1366015	4	GO:0055114;GO:0006099	"oxidation-reduction process";"tricarboxylic acid cycle"	GO:0016616;GO:0004449	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";"isocitrate dehydrogenase (NAD+) activity"		
Dcitr05g1700011	3	GO:2000601;GO:0007015	"positive regulation of Arp2/3 complex-mediated actin nucleation";"actin filament organization"	GO:0003779	"actin binding"		
Dcitr09g0387011	1					GO:0005615	"extracellular space"
Dcitr04g0787011	3	GO:0006468	"protein phosphorylation"	GO:0004672;GO:0005524	"protein kinase activity";"ATP binding"		
Dcitr04g0237011	1			GO:0004386	"helicase activity"		
Dcitr01g2242011	2	GO:0006511	"ubiquitin-dependent protein catabolic process"	GO:0031625	"ubiquitin protein ligase binding"		
Dcitr01g1676011	5	GO:0006351	"transcription, DNA-templated"	GO:0003899;GO:0008270;GO:0003677	"DNA-directed 5'-3' RNA polymerase activity";"zinc ion binding";"DNA binding"	GO:0042025	"host cell nucleus"
Dcitr04g1591011	1	GO:0009890	"negative regulation of biosynthetic process"				
Dcitr05g1317011	2			GO:0005525;GO:0003924	"GTP binding";"GTPase activity"		
Dcitr12g0419011	2	GO:0006508	"proteolysis"	GO:0008236	"serine-type peptidase activity"		
Dcitr01g1640011	2			GO:0016747;GO:0008080	"transferase activity, transferring acyl groups other than amino-acyl groups";"N-acetyltransferase activity"		
Dcitr11g0237011	2	GO:0006355	"regulation of transcription, DNA-templated"			GO:0005634	"nucleus"
Dcitr05g1080011	3			GO:0016887;GO:0005524	"ATPase activity";"ATP binding"	GO:0016020	"membrane"
Dcitr04g1475011	1			GO:0005085	"guanyl-nucleotide exchange factor activity"		
Dcitr02g0308011	1			GO:0008270	"zinc ion binding"		
Dcitr05g1011011	1					GO:0005680	"anaphase-promoting complex"
Dcitr02g1973011	2	GO:0006457	"protein folding"	GO:0051082	"unfolded protein binding"		
Dcitr06g0551011	1			GO:0004842	"ubiquitin-protein transferase activity"		
Dcitr05g0663011	1			GO:0016787	"hydrolase activity"		
Dcitr11g0411011	2			GO:0016747;GO:0003824	"transferase activity, transferring acyl groups other than amino-acyl groups";"catalytic activity"		
Dcitr00g1443011	2	GO:0006260	"DNA replication"			GO:0000811	"GINS complex"
Dcitr05g0885011	3	GO:0055114	"oxidation-reduction process"	GO:0016491;GO:0016620	"oxidoreductase activity";"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor"		
Dcitr10g0568011	11	GO:0006207;GO:0006807;GO:0006520	"'de novo' pyrimidine nucleobase biosynthetic process";"nitrogen compound metabolic process";"cellular amino acid metabolic process"	GO:0016812;GO:0004070;GO:0016810;GO:0016743;GO:0046872;GO:0016787;GO:0016597;GO:0005524	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides";"aspartate carbamoyltransferase activity";"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds";"carboxyl- or carbamoyltransferase activity";"metal ion binding";"hydrolase activity";"amino acid binding";"ATP binding"		
Dcitr00g0958011	6	GO:0006099;GO:0055114	"tricarboxylic acid cycle";"oxidation-reduction process"	GO:0016491;GO:0009055;GO:0051537;GO:0051536	"oxidoreductase activity";"electron transfer activity";"2 iron, 2 sulfur cluster binding";"iron-sulfur cluster binding"		
Dcitr02g1246011	2	GO:0006464	"cellular protein modification process"	GO:0004719	"protein-L-isoaspartate (D-aspartate) O-methyltransferase activity"		
Dcitr07g0548012	9	GO:0005975;GO:0046168;GO:0055114;GO:0006072	"carbohydrate metabolic process";"glycerol-3-phosphate catabolic process";"oxidation-reduction process";"glycerol-3-phosphate metabolic process"	GO:0051287;GO:0004367;GO:0016616;GO:0016491	"NAD binding";"glycerol-3-phosphate dehydrogenase [NAD+] activity";"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";"oxidoreductase activity"	GO:0009331	"glycerol-3-phosphate dehydrogenase complex"
Dcitr10g0664011	4	GO:0055114	"oxidation-reduction process"	GO:0005506;GO:0016705;GO:0020037	"iron ion binding";"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen";"heme binding"		
Dcitr13g0355011	4	GO:0006811;GO:0055085	"ion transport";"transmembrane transport"	GO:0008273	"calcium, potassium:sodium antiporter activity"	GO:0016021	"integral component of membrane"
Dcitr06g1480011	3	GO:0006313	"transposition, DNA-mediated"	GO:0004803;GO:0003676	"transposase activity";"nucleic acid binding"		
Dcitr05g0209011	4			GO:0003824;GO:0005509;GO:0004571	"catalytic activity";"calcium ion binding";"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity"	GO:0016020	"membrane"
Dcitr11g0446011	2	GO:0006886	"intracellular protein transport"	GO:0008536	"Ran GTPase binding"		
Dcitr06g0959011	1			GO:0046983	"protein dimerization activity"		
Dcitr04g1060013	3	GO:0006139	"nucleobase-containing compound metabolic process"	GO:0005524;GO:0019205	"ATP binding";"nucleobase-containing compound kinase activity"		
Dcitr05g0571011	1			GO:0004129	"cytochrome-c oxidase activity"		
Dcitr04g0994011	8	GO:0006419;GO:0043039	"alanyl-tRNA aminoacylation";"tRNA aminoacylation"	GO:0005524;GO:0000166;GO:0004813;GO:0004812;GO:0003676	"ATP binding";"nucleotide binding";"alanine-tRNA ligase activity";"aminoacyl-tRNA ligase activity";"nucleic acid binding"	GO:0005737	"cytoplasm"
Dcitr00g1266011	1					GO:0016021	"integral component of membrane"
Dcitr03g1455011	1	GO:0007165	"signal transduction"				
Dcitr08g1103011	2	GO:0006482	"protein demethylation"	GO:0051723	"protein methylesterase activity"		
Dcitr04g0979011	3	GO:0006139	"nucleobase-containing compound metabolic process"	GO:0019205;GO:0005524	"nucleobase-containing compound kinase activity";"ATP binding"		
Dcitr03g0605011	4	GO:0030433;GO:0016567	"ubiquitin-dependent ERAD pathway";"protein ubiquitination"	GO:0061630	"ubiquitin protein ligase activity"	GO:0000836	"Hrd1p ubiquitin ligase complex"
Dcitr01g0813011	2	GO:0010506	"regulation of autophagy"			GO:0005615	"extracellular space"
Dcitr02g1380011	3	GO:0055085	"transmembrane transport"	GO:0022857	"transmembrane transporter activity"	GO:0016021	"integral component of membrane"
Dcitr00g1147011	2	GO:0015031	"protein transport"			GO:0030176	"integral component of endoplasmic reticulum membrane"
Dcitr07g0304011	2	GO:0000077	"DNA damage checkpoint"			GO:0042025	"host cell nucleus"
Dcitr07g0231011	4	GO:0006821;GO:0055085	"chloride transport";"transmembrane transport"	GO:0005247	"voltage-gated chloride channel activity"	GO:0016020	"membrane"
Dcitr11g0843011	8	GO:0034220;GO:0006811	"ion transmembrane transport";"ion transport"	GO:0022848;GO:0005216;GO:0005230;GO:0004888	"acetylcholine-gated cation-selective channel activity";"ion channel activity";"extracellular ligand-gated ion channel activity";"transmembrane signaling receptor activity"	GO:0045211;GO:0016021	"postsynaptic membrane";"integral component of membrane"
Dcitr04g0666011	4	GO:0055114	"oxidation-reduction process"	GO:0016491;GO:0010181;GO:0016757	"oxidoreductase activity";"FMN binding";"transferase activity, transferring glycosyl groups"		
Dcitr10g0440011	3	GO:0055114;GO:0006788	"oxidation-reduction process";"heme oxidation"	GO:0004392	"heme oxygenase (decyclizing) activity"		
Dcitr05g0644011	8	GO:0055114;GO:0005975;GO:0019752	"oxidation-reduction process";"carbohydrate metabolic process";"carboxylic acid metabolic process"	GO:0016491;GO:0016616;GO:0004459;GO:0003824	"oxidoreductase activity";"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor";"L-lactate dehydrogenase activity";"catalytic activity"	GO:0005737	"cytoplasm"
Dcitr04g1210012	3	GO:0016567	"protein ubiquitination"			GO:0019005;GO:0080008	"SCF ubiquitin ligase complex";"Cul4-RING E3 ubiquitin ligase complex"
Dcitr00g0466011	1					GO:0005634	"nucleus"
Dcitr04g0257011	1			GO:0003676	"nucleic acid binding"		
Dcitr01g0916011	1	GO:0030490	"maturation of SSU-rRNA"				
Dcitr07g0977011	4	GO:0006508	"proteolysis"	GO:0008241;GO:0008237	"peptidyl-dipeptidase activity";"metallopeptidase activity"	GO:0016020	"membrane"
Dcitr04g0819011	1	GO:0051726	"regulation of cell cycle"				
Dcitr10g0369011	2			GO:0003676;GO:0008270	"nucleic acid binding";"zinc ion binding"		
Dcitr02g0381011	2	GO:0006914	"autophagy"			GO:0005737	"cytoplasm"
Dcitr04g0337011	3	GO:0006412	"translation"	GO:0003735	"structural constituent of ribosome"	GO:0005840	"ribosome"
Dcitr08g0878013	1			GO:0003824	"catalytic activity"		
Dcitr06g1351011	2			GO:0003824	"catalytic activity"	GO:0016021	"integral component of membrane"
Dcitr05g1709012	2	GO:0006144	"purine nucleobase metabolic process"	GO:0033971	"hydroxyisourate hydrolase activity"		
Dcitr01g0308011	2			GO:0004408	"holocytochrome-c synthase activity"	GO:0005739	"mitochondrion"
Dcitr03g1837011	2	GO:0006508	"proteolysis"	GO:0008236	"serine-type peptidase activity"		
Dcitr12g0733011	2	GO:0016192;GO:0006904	"vesicle-mediated transport";"vesicle docking involved in exocytosis"				
Dcitr08g0410012	3	GO:0032222;GO:0030431;GO:1903818	"regulation of synaptic transmission, cholinergic";"sleep";"positive regulation of voltage-gated potassium channel activity"				
Dcitr04g1278011	1			GO:0003677	"DNA binding"		
Dcitr04g1463011	2			GO:0005085;GO:0005524	"guanyl-nucleotide exchange factor activity";"ATP binding"		
Dcitr02g1298011	1					GO:0016021	"integral component of membrane"
Dcitr02g0366011	2	GO:0018279	"protein N-linked glycosylation via asparagine"			GO:0005789	"endoplasmic reticulum membrane"
Dcitr06g0235011	2			GO:0008092	"cytoskeletal protein binding"	GO:0005856	"cytoskeleton"
Dcitr04g0323011	3	GO:0006355	"regulation of transcription, DNA-templated"	GO:0001228;GO:0003677	"DNA-binding transcription activator activity, RNA polymerase II-specific";"DNA binding"		
